scientific_name,avilist_common_name,avilist_taxon_rank,avilist_order,avilist_family,avilist_iucn_status,avilist_avibase_id,genus
Nettapus auritus,African Pygmy Goose,species,Anseriformes,Anatidae,LC,avibase-EC7C1618,Nettapus
Stictonetta,,genus,Anseriformes,Anatidae,,,Stictonetta
Stictonetta naevosa,Freckled Duck,species,Anseriformes,Anatidae,LC,avibase-E93960AB,Stictonetta
Heteronetta,,genus,Anseriformes,Anatidae,,,Heteronetta
Heteronetta atricapilla,Black-headed Duck,species,Anseriformes,Anatidae,LC,avibase-5ACD60F4,Heteronetta
Nomonyx,,genus,Anseriformes,Anatidae,,,Nomonyx
Nomonyx dominicus,Masked Duck,species,Anseriformes,Anatidae,LC,avibase-98C6F885,Nomonyx
Oxyura,,genus,Anseriformes,Anatidae,,,Oxyura
Oxyura leucocephala,White-headed Duck,species,Anseriformes,Anatidae,EN,avibase-2E40EF2C,Oxyura
Oxyura australis,Blue-billed Duck,species,Anseriformes,Anatidae,LC,avibase-672BA2DA,Oxyura
Oxyura maccoa,Maccoa Duck,species,Anseriformes,Anatidae,EN,avibase-1C2F4E80,Oxyura
Oxyura vittata,Lake Duck,species,Anseriformes,Anatidae,LC,avibase-079A8245,Oxyura
Oxyura jamaicensis,Ruddy Duck,species,Anseriformes,Anatidae,NE,avibase-DF1E2A1D,Oxyura
Oxyura jamaicensis jamaicensis,,subspecies,Anseriformes,Anatidae,,avibase-675EEA7F,Oxyura
Oxyura jamaicensis ferruginea,,subspecies,Anseriformes,Anatidae,,avibase-1798573A,Oxyura
Oxyura jamaicensis andina,,subspecies,Anseriformes,Anatidae,,avibase-8507AEF0,Oxyura
Plectropterus,,genus,Anseriformes,Anatidae,,,Plectropterus
Plectropterus gambensis,Spur-winged Goose,species,Anseriformes,Anatidae,LC,avibase-EB01B24C,Plectropterus
Plectropterus gambensis gambensis,,subspecies,Anseriformes,Anatidae,,avibase-49A14FC7,Plectropterus
Plectropterus gambensis niger,,subspecies,Anseriformes,Anatidae,,avibase-7711A539,Plectropterus
Malacorhynchus,,genus,Anseriformes,Anatidae,,,Malacorhynchus
Malacorhynchus membranaceus,Pink-eared Duck,species,Anseriformes,Anatidae,LC,avibase-FE03DD1E,Malacorhynchus
Coscoroba,,genus,Anseriformes,Anatidae,,,Coscoroba
Coscoroba coscoroba,Coscoroba Swan,species,Anseriformes,Anatidae,LC,avibase-A3A0E8FE,Coscoroba
Cereopsis,,genus,Anseriformes,Anatidae,,,Cereopsis
Cereopsis novaehollandiae,Cape Barren Goose,species,Anseriformes,Anatidae,LC,avibase-CA875F31,Cereopsis
Cereopsis novaehollandiae novaehollandiae,,subspecies,Anseriformes,Anatidae,,avibase-4F1E1266,Cereopsis
Cereopsis novaehollandiae grisea,,subspecies,Anseriformes,Anatidae,,avibase-B366833F,Cereopsis
Cygnus,,genus,Anseriformes,Anatidae,,,Cygnus
Cygnus melancoryphus,Black-necked Swan,species,Anseriformes,Anatidae,LC,avibase-B8C652E6,Cygnus
Cygnus olor,Mute Swan,species,Anseriformes,Anatidae,LC,avibase-694C127A,Cygnus
Cygnus atratus,Black Swan,species,Anseriformes,Anatidae,LC,avibase-46B54DB1,Cygnus
Cygnus columbianus,Tundra Swan,species,Anseriformes,Anatidae,LC,avibase-0BCBA6B9,Cygnus
Cygnus columbianus columbianus,,subspecies,Anseriformes,Anatidae,,avibase-D611DD41,Cygnus
Cygnus columbianus bewickii,,subspecies,Anseriformes,Anatidae,,avibase-3D8F0A76,Cygnus
Cygnus cygnus,Whooper Swan,species,Anseriformes,Anatidae,LC,avibase-BDDB5670,Cygnus
Cygnus buccinator,Trumpeter Swan,species,Anseriformes,Anatidae,LC,avibase-B86C504C,Cygnus
Branta,,genus,Anseriformes,Anatidae,,,Branta
Branta bernicla,Brant Goose,species,Anseriformes,Anatidae,LC,avibase-3E04020B,Branta
Branta bernicla nigricans,,subspecies,Anseriformes,Anatidae,,avibase-8C09000A,Branta
Branta bernicla bernicla,,subspecies,Anseriformes,Anatidae,,avibase-FF504551,Branta
Branta bernicla hrota,,subspecies,Anseriformes,Anatidae,,avibase-81A40D31,Branta
Branta ruficollis,Red-breasted Goose,species,Anseriformes,Anatidae,VU,avibase-0D280B3F,Branta
Branta sandvicensis,Nene,species,Anseriformes,Anatidae,NT,avibase-EDB18078,Branta
Branta canadensis,Canada Goose,species,Anseriformes,Anatidae,LC,avibase-B59E1863,Branta
Branta canadensis occidentalis,,subspecies,Anseriformes,Anatidae,,avibase-F338AA7D,Branta
Branta canadensis fulva,,subspecies,Anseriformes,Anatidae,,avibase-A8DED8A8,Branta
Branta canadensis maxima,,subspecies,Anseriformes,Anatidae,,avibase-5F461822,Branta
Branta canadensis parvipes,,subspecies,Anseriformes,Anatidae,,avibase-7A2E650A,Branta
Branta canadensis moffitti,,subspecies,Anseriformes,Anatidae,,avibase-E0148AC5,Branta
Branta canadensis interior,,subspecies,Anseriformes,Anatidae,,avibase-6E994E80,Branta
Branta canadensis canadensis,,subspecies,Anseriformes,Anatidae,,avibase-EDC296F3,Branta
Branta leucopsis,Barnacle Goose,species,Anseriformes,Anatidae,LC,avibase-3163ED86,Branta
Branta hutchinsii,Cackling Goose,species,Anseriformes,Anatidae,LC,avibase-60214D49,Branta
Branta hutchinsii leucopareia,,subspecies,Anseriformes,Anatidae,,avibase-90B3F5BB,Branta
Branta hutchinsii minima,,subspecies,Anseriformes,Anatidae,,avibase-C86F2A24,Branta
Branta hutchinsii taverneri,,subspecies,Anseriformes,Anatidae,,avibase-DA8A7869,Branta
Branta hutchinsii hutchinsii,,subspecies,Anseriformes,Anatidae,,avibase-CB6F1CBC,Branta
Anser,,genus,Anseriformes,Anatidae,,,Anser
Anser indicus,Bar-headed Goose,species,Anseriformes,Anatidae,LC,avibase-B7159EF0,Anser
Anser canagicus,Emperor Goose,species,Anseriformes,Anatidae,LC,avibase-1E6F0F8D,Anser
Anser rossii,Ross's Goose,species,Anseriformes,Anatidae,LC,avibase-7A24F57F,Anser
Anser caerulescens,Snow Goose,species,Anseriformes,Anatidae,LC,avibase-D3A260BC,Anser
Anser caerulescens caerulescens,,subspecies,Anseriformes,Anatidae,,avibase-3B4BA25B,Anser
Anser caerulescens atlanticus,,subspecies,Anseriformes,Anatidae,,avibase-A142422E,Anser
Anser anser,Greylag Goose,species,Anseriformes,Anatidae,LC,avibase-4AED44E8,Anser
Anser anser anser,,subspecies,Anseriformes,Anatidae,,avibase-5D2E44DE,Anser
Anser anser rubrirostris,,subspecies,Anseriformes,Anatidae,,avibase-01364018,Anser
Anser cygnoides,Swan Goose,species,Anseriformes,Anatidae,EN,avibase-946E4517,Anser
Anser erythropus,Lesser White-fronted Goose,species,Anseriformes,Anatidae,VU,avibase-184D2329,Anser
Anser albifrons,Greater White-fronted Goose,species,Anseriformes,Anatidae,LC,avibase-466E9077,Anser
Anser albifrons flavirostris,,subspecies,Anseriformes,Anatidae,,avibase-948370D2,Anser
Anser albifrons albifrons,,subspecies,Anseriformes,Anatidae,,avibase-05DCDA52,Anser
Anser albifrons elgasi,,subspecies,Anseriformes,Anatidae,,avibase-4662DBF7,Anser
Anser albifrons gambelli,,subspecies,Anseriformes,Anatidae,,avibase-BEBF2EFD,Anser
Anser albifrons sponsa,,subspecies,Anseriformes,Anatidae,,avibase-24FB6A25,Anser
Anser serrirostris,Tundra Bean Goose,species,Anseriformes,Anatidae,NE,avibase-AD849FCB,Anser
Anser serrirostris rossicus,,subspecies,Anseriformes,Anatidae,,avibase-0260E792,Anser
Anser serrirostris serrirostris,,subspecies,Anseriformes,Anatidae,,avibase-B576C37C,Anser
Anser brachyrhynchus,Pink-footed Goose,species,Anseriformes,Anatidae,LC,avibase-AFA7EE74,Anser
Anser fabalis,Taiga Bean Goose,species,Anseriformes,Anatidae,NE,avibase-BDB497A3,Anser
Anser fabalis fabalis,,subspecies,Anseriformes,Anatidae,,avibase-B9A430D9,Anser
Anser fabalis johanseni,,subspecies,Anseriformes,Anatidae,,avibase-EEF6740E,Anser
Anser fabalis middendorffii,,subspecies,Anseriformes,Anatidae,,avibase-97E7761F,Anser
Merganetta,,genus,Anseriformes,Anatidae,,,Merganetta
Merganetta armata,Torrent Duck,species,Anseriformes,Anatidae,LC,avibase-C1068510,Merganetta
Merganetta armata colombiana,,subspecies,Anseriformes,Anatidae,,avibase-4D154A2F,Merganetta
Merganetta armata leucogenis,,subspecies,Anseriformes,Anatidae,,avibase-116B9DB1,Merganetta
Merganetta armata turneri,,subspecies,Anseriformes,Anatidae,,avibase-552BF2DA,Merganetta
Merganetta armata garleppi,,subspecies,Anseriformes,Anatidae,,avibase-8FE345BA,Merganetta
Merganetta armata berlepschi,,subspecies,Anseriformes,Anatidae,,avibase-F570E088,Merganetta
Merganetta armata armata,,subspecies,Anseriformes,Anatidae,,avibase-4538BB32,Merganetta
Callonetta,,genus,Anseriformes,Anatidae,,,Callonetta
Callonetta leucophrys,Ringed Teal,species,Anseriformes,Anatidae,LC,avibase-45C1096F,Callonetta
Cairina,,genus,Anseriformes,Anatidae,,,Cairina
Cairina moschata,Muscovy Duck,species,Anseriformes,Anatidae,LC,avibase-8DE14046,Cairina
Aix,,genus,Anseriformes,Anatidae,,,Aix
Aix galericulata,Mandarin Duck,species,Anseriformes,Anatidae,LC,avibase-E1714A09,Aix
Aix sponsa,Wood Duck,species,Anseriformes,Anatidae,LC,avibase-27B2749A,Aix
Neochen,,genus,Anseriformes,Anatidae,,,Neochen
Neochen jubata,Orinoco Goose,species,Anseriformes,Anatidae,NT,avibase-FA5A25B2,Neochen
Chloephaga,,genus,Anseriformes,Anatidae,,,Chloephaga
Chloephaga melanoptera,Andean Goose,species,Anseriformes,Anatidae,LC,avibase-BB29610F,Chloephaga
Chloephaga picta,Upland Goose,species,Anseriformes,Anatidae,LC,avibase-74FC5DAB,Chloephaga
Chloephaga picta picta,,subspecies,Anseriformes,Anatidae,,avibase-DEB0F5B9,Chloephaga
Chloephaga picta leucoptera,,subspecies,Anseriformes,Anatidae,,avibase-92CFFAB7,Chloephaga
Chloephaga hybrida,Kelp Goose,species,Anseriformes,Anatidae,LC,avibase-4270502F,Chloephaga
Chloephaga hybrida hybrida,,subspecies,Anseriformes,Anatidae,,avibase-DC4F20EA,Chloephaga
Chloephaga hybrida malvinarum,,subspecies,Anseriformes,Anatidae,,avibase-E88703B9,Chloephaga
Chloephaga poliocephala,Ashy-headed Goose,species,Anseriformes,Anatidae,LC,avibase-E0DEB0E7,Chloephaga
Chloephaga rubidiceps,Ruddy-headed Goose,species,Anseriformes,Anatidae,LC,avibase-164A10EA,Chloephaga
Radjah,,genus,Anseriformes,Anatidae,,,Radjah
Radjah radjah,Radjah Shelduck,species,Anseriformes,Anatidae,LC,avibase-13B373F3,Radjah
Radjah radjah radjah,,subspecies,Anseriformes,Anatidae,,avibase-9453F0E5,Radjah
Radjah radjah rufitergum,,subspecies,Anseriformes,Anatidae,,avibase-DA702D6F,Radjah
Alopochen,,genus,Anseriformes,Anatidae,,,Alopochen
Alopochen aegyptiaca,Egyptian Goose,species,Anseriformes,Anatidae,LC,avibase-DA2F24E3,Alopochen
Alopochen mauritiana,Mauritius Sheldgoose,species,Anseriformes,Anatidae,EX,avibase-E4AA60C7,Alopochen
Alopochen kervazoi,Reunion Sheldgoose,species,Anseriformes,Anatidae,EX,avibase-10D0AD82,Alopochen
Tadorna,,genus,Anseriformes,Anatidae,,,Tadorna
Tadorna tadorna,Common Shelduck,species,Anseriformes,Anatidae,LC,avibase-5EAB32D3,Tadorna
Tadorna cristata,Crested Shelduck,species,Anseriformes,Anatidae,CR,avibase-B2EEE0EA,Tadorna
Tadorna cana,South African Shelduck,species,Anseriformes,Anatidae,LC,avibase-D9DEA77E,Tadorna
Tadorna ferruginea,Ruddy Shelduck,species,Anseriformes,Anatidae,LC,avibase-1F9D883E,Tadorna
Tadorna variegata,Paradise Shelduck,species,Anseriformes,Anatidae,LC,avibase-AB08E5C4,Tadorna
Tadorna tadornoides,Australian Shelduck,species,Anseriformes,Anatidae,LC,avibase-FF1439E4,Tadorna
Clangula,,genus,Anseriformes,Anatidae,,,Clangula
Clangula hyemalis,Long-tailed Duck,species,Anseriformes,Anatidae,VU,avibase-AF0C7BDE,Clangula
Polysticta,,genus,Anseriformes,Anatidae,,,Polysticta
Polysticta stelleri,Steller's Eider,species,Anseriformes,Anatidae,VU,avibase-BA07D016,Polysticta
Camptorhynchus,,genus,Anseriformes,Anatidae,,,Camptorhynchus
Camptorhynchus labradorius,Labrador Duck,species,Anseriformes,Anatidae,EX,avibase-80897D19,Camptorhynchus
Somateria,,genus,Anseriformes,Anatidae,,,Somateria
Somateria fischeri,Spectacled Eider,species,Anseriformes,Anatidae,NT,avibase-7D8BF5CC,Somateria
Somateria spectabilis,King Eider,species,Anseriformes,Anatidae,LC,avibase-F3D74914,Somateria
Somateria mollissima,Common Eider,species,Anseriformes,Anatidae,NT,avibase-B77377EE,Somateria
Somateria mollissima v-nigrum,,subspecies,Anseriformes,Anatidae,,avibase-E44259F3,Somateria
Somateria mollissima borealis,,subspecies,Anseriformes,Anatidae,,avibase-AF913196,Somateria
Somateria mollissima sedentaria,,subspecies,Anseriformes,Anatidae,,avibase-112DA7EB,Somateria
Somateria mollissima dresseri,,subspecies,Anseriformes,Anatidae,,avibase-B0A1A39E,Somateria
Somateria mollissima faeroeensis,,subspecies,Anseriformes,Anatidae,,avibase-04B7BC19,Somateria
Somateria mollissima mollissima,,subspecies,Anseriformes,Anatidae,,avibase-79DDC0E7,Somateria
Histrionicus,,genus,Anseriformes,Anatidae,,,Histrionicus
Histrionicus histrionicus,Harlequin Duck,species,Anseriformes,Anatidae,LC,avibase-BCBD2EAE,Histrionicus
Melanitta,,genus,Anseriformes,Anatidae,,,Melanitta
Melanitta nigra,Common Scoter,species,Anseriformes,Anatidae,LC,avibase-24698199,Melanitta
Melanitta americana,Black Scoter,species,Anseriformes,Anatidae,NT,avibase-B7B1A5DD,Melanitta
Melanitta perspicillata,Surf Scoter,species,Anseriformes,Anatidae,LC,avibase-624078BA,Melanitta
Melanitta fusca,Velvet Scoter,species,Anseriformes,Anatidae,VU,avibase-BAF44E36,Melanitta
Melanitta deglandi,White-winged Scoter,species,Anseriformes,Anatidae,LC,avibase-4800D6B6,Melanitta
Melanitta stejnegeri,Stejneger's Scoter,species,Anseriformes,Anatidae,LC,avibase-1A601D86,Melanitta
Bucephala,,genus,Anseriformes,Anatidae,,,Bucephala
Bucephala albeola,Bufflehead,species,Anseriformes,Anatidae,LC,avibase-FB738385,Bucephala
Bucephala islandica,Barrow's Goldeneye,species,Anseriformes,Anatidae,LC,avibase-9456DEDF,Bucephala
Bucephala clangula,Common Goldeneye,species,Anseriformes,Anatidae,LC,avibase-68EA281A,Bucephala
Bucephala clangula clangula,,subspecies,Anseriformes,Anatidae,,avibase-42F5CED3,Bucephala
Bucephala clangula americana,,subspecies,Anseriformes,Anatidae,,avibase-5B3A63C3,Bucephala
Mergellus,,genus,Anseriformes,Anatidae,,,Mergellus
Mergellus albellus,Smew,species,Anseriformes,Anatidae,LC,avibase-F1F52036,Mergellus
Lophodytes,,genus,Anseriformes,Anatidae,,,Lophodytes
Lophodytes cucullatus,Hooded Merganser,species,Anseriformes,Anatidae,LC,avibase-60E6081E,Lophodytes
Mergus,,genus,Anseriformes,Anatidae,,,Mergus
Mergus serrator,Red-breasted Merganser,species,Anseriformes,Anatidae,LC,avibase-8DB64266,Mergus
Mergus squamatus,Scaly-sided Merganser,species,Anseriformes,Anatidae,EN,avibase-561D77FF,Mergus
Mergus octosetaceus,Brazilian Merganser,species,Anseriformes,Anatidae,CR,avibase-9DAC1E8B,Mergus
Mergus australis,New Zealand Merganser,species,Anseriformes,Anatidae,EX,avibase-EDDA42ED,Mergus
Mergus merganser,Common Merganser,species,Anseriformes,Anatidae,LC,avibase-407E2CA8,Mergus
Mergus merganser merganser,,subspecies,Anseriformes,Anatidae,,avibase-40A68789,Mergus
Mergus merganser orientalis,,subspecies,Anseriformes,Anatidae,,avibase-5AE444B9,Mergus
Mergus merganser americanus,,subspecies,Anseriformes,Anatidae,,avibase-ADC4A445,Mergus
Sarkidiornis,,genus,Anseriformes,Anatidae,,,Sarkidiornis
Sarkidiornis melanotos,Knob-billed Duck,species,Anseriformes,Anatidae,LC,avibase-3948131B,Sarkidiornis
Sarkidiornis sylvicola,Comb Duck,species,Anseriformes,Anatidae,LC,avibase-6C8A4060,Sarkidiornis
Hymenolaimus,,genus,Anseriformes,Anatidae,,,Hymenolaimus
Hymenolaimus malacorhynchos,Blue Duck,species,Anseriformes,Anatidae,EN,avibase-C7FB4E76,Hymenolaimus
Hymenolaimus malacorhynchos malacorhynchos,,subspecies,Anseriformes,Anatidae,,avibase-5A5D4DE6,Hymenolaimus
Hymenolaimus malacorhynchos hymenolaimus,,subspecies,Anseriformes,Anatidae,,avibase-6AF514E7,Hymenolaimus
Chenonetta,,genus,Anseriformes,Anatidae,,,Chenonetta
Chenonetta jubata,Maned Duck,species,Anseriformes,Anatidae,LC,avibase-149A8E7E,Chenonetta
Cyanochen,,genus,Anseriformes,Anatidae,,,Cyanochen
Cyanochen cyanoptera,Blue-winged Goose,species,Anseriformes,Anatidae,NT,avibase-842CC0BC,Cyanochen
Pteronetta,,genus,Anseriformes,Anatidae,,,Pteronetta
Pteronetta hartlaubii,Hartlaub's Duck,species,Anseriformes,Anatidae,LC,avibase-F28E3EB8,Pteronetta
Marmaronetta,,genus,Anseriformes,Anatidae,,,Marmaronetta
Marmaronetta angustirostris,Marbled Duck,species,Anseriformes,Anatidae,NT,avibase-6362936E,Marmaronetta
Asarcornis,,genus,Anseriformes,Anatidae,,,Asarcornis
Asarcornis scutulata,White-winged Duck,species,Anseriformes,Anatidae,CR,avibase-FDB6503B,Asarcornis
Rhodonessa,,genus,Anseriformes,Anatidae,,,Rhodonessa
Rhodonessa caryophyllacea,Pink-headed Duck,species,Anseriformes,Anatidae,CR,avibase-8D0294E1,Rhodonessa
Netta,,genus,Anseriformes,Anatidae,,,Netta
Netta rufina,Red-crested Pochard,species,Anseriformes,Anatidae,LC,avibase-3EC2CDA9,Netta
Netta erythrophthalma,Southern Pochard,species,Anseriformes,Anatidae,LC,avibase-36C0242E,Netta
Netta erythrophthalma brunnea,,subspecies,Anseriformes,Anatidae,,avibase-0331C538,Netta
Netta erythrophthalma erythrophthalma,,subspecies,Anseriformes,Anatidae,,avibase-CBD16E00,Netta
Netta peposaca,Rosy-billed Pochard,species,Anseriformes,Anatidae,LC,avibase-03A3B616,Netta
Aythya,,genus,Anseriformes,Anatidae,,,Aythya
Aythya nyroca,Ferruginous Duck,species,Anseriformes,Anatidae,NT,avibase-7CF91527,Aythya
Aythya innotata,Madagascar Pochard,species,Anseriformes,Anatidae,CR,avibase-691757FF,Aythya
Aythya baeri,Baer's Pochard,species,Anseriformes,Anatidae,CR,avibase-750FE708,Aythya
Aythya australis,Hardhead,species,Anseriformes,Anatidae,LC,avibase-ABEF107C,Aythya
Aythya ferina,Common Pochard,species,Anseriformes,Anatidae,VU,avibase-A96692E0,Aythya
Aythya valisineria,Canvasback,species,Anseriformes,Anatidae,LC,avibase-1929E1E1,Aythya
Aythya collaris,Ring-necked Duck,species,Anseriformes,Anatidae,LC,avibase-0783A7EA,Aythya
Aythya americana,Redhead,species,Anseriformes,Anatidae,LC,avibase-3072CC16,Aythya
Aythya fuligula,Tufted Duck,species,Anseriformes,Anatidae,LC,avibase-67CEA1C1,Aythya
Aythya novaeseelandiae,New Zealand Scaup,species,Anseriformes,Anatidae,LC,avibase-3C157679,Aythya
Aythya affinis,Lesser Scaup,species,Anseriformes,Anatidae,LC,avibase-50566E50,Aythya
Aythya marila,Greater Scaup,species,Anseriformes,Anatidae,LC,avibase-25C94A8F,Aythya
Aythya marila marila,,subspecies,Anseriformes,Anatidae,,avibase-2418EE25,Aythya
Aythya marila nearctica,,subspecies,Anseriformes,Anatidae,,avibase-28F21DB4,Aythya
Salvadorina,,genus,Anseriformes,Anatidae,,,Salvadorina
Salvadorina waigiuensis,Salvadori's Teal,species,Anseriformes,Anatidae,LC,avibase-A9FC6BC0,Salvadorina
Lophonetta,,genus,Anseriformes,Anatidae,,,Lophonetta
Lophonetta specularioides,Crested Duck,species,Anseriformes,Anatidae,LC,avibase-079F846A,Lophonetta
Lophonetta specularioides alticola,,subspecies,Anseriformes,Anatidae,,avibase-E621F1A7,Lophonetta
Lophonetta specularioides specularioides,,subspecies,Anseriformes,Anatidae,,avibase-683186F6,Lophonetta
Speculanas,,genus,Anseriformes,Anatidae,,,Speculanas
Speculanas specularis,Bronze-winged Duck,species,Anseriformes,Anatidae,NT,avibase-DB94B36F,Speculanas
Amazonetta,,genus,Anseriformes,Anatidae,,,Amazonetta
Amazonetta brasiliensis,Brazilian Teal,species,Anseriformes,Anatidae,LC,avibase-DDFC6B2B,Amazonetta
Amazonetta brasiliensis brasiliensis,,subspecies,Anseriformes,Anatidae,,avibase-84C6837B,Amazonetta
Amazonetta brasiliensis ipecutiri,,subspecies,Anseriformes,Anatidae,,avibase-7434B21D,Amazonetta
Tachyeres,,genus,Anseriformes,Anatidae,,,Tachyeres
Tachyeres patachonicus,Flying Steamer Duck,species,Anseriformes,Anatidae,LC,avibase-B3F9BB06,Tachyeres
Tachyeres pteneres,Fuegian Steamer Duck,species,Anseriformes,Anatidae,LC,avibase-1891E2C4,Tachyeres
Tachyeres brachypterus,Falkland Steamer Duck,species,Anseriformes,Anatidae,LC,avibase-13CF7E44,Tachyeres
Tachyeres leucocephalus,Chubut Steamer Duck,species,Anseriformes,Anatidae,VU,avibase-63180090,Tachyeres
Sibirionetta,,genus,Anseriformes,Anatidae,,,Sibirionetta
Sibirionetta formosa,Baikal Teal,species,Anseriformes,Anatidae,LC,avibase-63EABB42,Sibirionetta
Spatula,,genus,Anseriformes,Anatidae,,,Spatula
Spatula querquedula,Garganey,species,Anseriformes,Anatidae,LC,avibase-F577BA0F,Spatula
Spatula hottentota,Blue-billed Teal,species,Anseriformes,Anatidae,LC,avibase-FA831F65,Spatula
Spatula puna,Puna Teal,species,Anseriformes,Anatidae,LC,avibase-86B0BAFA,Spatula
Spatula versicolor,Silver Teal,species,Anseriformes,Anatidae,LC,avibase-C8F1E992,Spatula
Spatula versicolor versicolor,,subspecies,Anseriformes,Anatidae,,avibase-B99CB987,Spatula
Spatula versicolor fretensis,,subspecies,Anseriformes,Anatidae,,avibase-A75098AC,Spatula
Spatula platalea,Red Shoveler,species,Anseriformes,Anatidae,LC,avibase-CEFACC86,Spatula
Spatula discors,Blue-winged Teal,species,Anseriformes,Anatidae,LC,avibase-90E2543E,Spatula
Spatula cyanoptera,Cinnamon Teal,species,Anseriformes,Anatidae,LC,avibase-0E599E6C,Spatula
Spatula cyanoptera septentrionalium,,subspecies,Anseriformes,Anatidae,,avibase-1F7D8689,Spatula
Spatula cyanoptera tropica,,subspecies,Anseriformes,Anatidae,,avibase-6AE45D59,Spatula
Spatula cyanoptera borreroi,,subspecies,Anseriformes,Anatidae,,avibase-851E570F,Spatula
Spatula cyanoptera orinoma,,subspecies,Anseriformes,Anatidae,,avibase-940EAF93,Spatula
Spatula cyanoptera cyanoptera,,subspecies,Anseriformes,Anatidae,,avibase-EBDAC25B,Spatula
Spatula smithii,Cape Shoveler,species,Anseriformes,Anatidae,LC,avibase-4670CF43,Spatula
Spatula clypeata,Northern Shoveler,species,Anseriformes,Anatidae,LC,avibase-ED4CE8E7,Spatula
Spatula rhynchotis,Australasian Shoveler,species,Anseriformes,Anatidae,LC,avibase-A21E7645,Spatula
Spatula rhynchotis rhynchotis,,subspecies,Anseriformes,Anatidae,,avibase-18BD2A10,Spatula
