scientific_name,ebird_common_name,ebird_species_code,ebird_order,ebird_family,genus
Agelastes niger,Black Guineafowl,blagui1,Galliformes,Numididae,Agelastes
Acryllium vulturinum,Vulturine Guineafowl,vulgui1,Galliformes,Numididae,Acryllium
Guttera plumifera,Plumed Guineafowl,plugui1,Galliformes,Numididae,Guttera
Guttera pucherani,Eastern Crested Guineafowl,cregui3,Galliformes,Numididae,Guttera
Guttera verreauxi,Western Crested Guineafowl,cregui2,Galliformes,Numididae,Guttera
Guttera edouardi,Southern Crested Guineafowl,cregui4,Galliformes,Numididae,Guttera
Ptilopachus petrosus,Stone Partridge,stopar1,Galliformes,Odontophoridae,Ptilopachus
Ptilopachus nahani,Nahan's Partridge,nahfra2,Galliformes,Odontophoridae,Ptilopachus
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,Galliformes,Odontophoridae,Rhynchortyx
Oreortyx pictus,Mountain Quail,mouqua,Galliformes,Odontophoridae,Oreortyx
Dendrortyx leucophrys,Buffy-crowned Wood-Partridge,bcwpar1,Galliformes,Odontophoridae,Dendrortyx
Dendrortyx macroura,Long-tailed Wood-Partridge,ltwpar1,Galliformes,Odontophoridae,Dendrortyx
Dendrortyx barbatus,Bearded Wood-Partridge,bewpar1,Galliformes,Odontophoridae,Dendrortyx
Philortyx fasciatus,Banded Quail,banqua1,Galliformes,Odontophoridae,Philortyx
Colinus virginianus,Northern Bobwhite,norbob,Galliformes,Odontophoridae,Colinus
Colinus nigrogularis,Black-throated Bobwhite,bltbob1,Galliformes,Odontophoridae,Colinus
Colinus cristatus,Crested Bobwhite,crebob1,Galliformes,Odontophoridae,Colinus
Callipepla squamata,Scaled Quail,scaqua,Galliformes,Odontophoridae,Callipepla
Callipepla douglasii,Elegant Quail,elequa,Galliformes,Odontophoridae,Callipepla
Callipepla californica,California Quail,calqua,Galliformes,Odontophoridae,Callipepla
Callipepla gambelii,Gambel's Quail,gamqua,Galliformes,Odontophoridae,Callipepla
Cyrtonyx montezumae,Montezuma Quail,monqua,Galliformes,Odontophoridae,Cyrtonyx
Cyrtonyx ocellatus,Ocellated Quail,ocequa1,Galliformes,Odontophoridae,Cyrtonyx
Dactylortyx thoracicus,Singing Quail,sinqua1,Galliformes,Odontophoridae,Dactylortyx
Odontophorus gujanensis,Marbled Wood-Quail,mawqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus capueira,Spot-winged Wood-Quail,swwqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus melanotis,Black-eared Wood-Quail,bewqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus atrifrons,Black-fronted Wood-Quail,bfwqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus erythrops,Rufous-fronted Wood-Quail,rfwqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus hyperythrus,Chestnut Wood-Quail,chwqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus melanonotus,Dark-backed Wood-Quail,dbwqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus speciosus,Rufous-breasted Wood-Quail,rbwqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus dialeucos,Tacarcuna Wood-Quail,tawqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus strophium,Gorgeted Wood-Quail,gowqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus columbianus,Venezuelan Wood-Quail,venwoq1,Galliformes,Odontophoridae,Odontophorus
Odontophorus leucolaemus,Black-breasted Wood-Quail,bbwqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus balliviani,Stripe-faced Wood-Quail,sfwqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus stellatus,Starred Wood-Quail,stwqua1,Galliformes,Odontophoridae,Odontophorus
Odontophorus guttatus,Spotted Wood-Quail,spwqua1,Galliformes,Odontophoridae,Odontophorus
Xenoperdix udzungwensis,Udzungwa Partridge,udzpar1,Galliformes,Phasianidae,Xenoperdix
Caloperdix oculeus,Ferruginous Partridge,ferpar2,Galliformes,Phasianidae,Caloperdix
Rollulus rouloul,Crested Partridge,crepar1,Galliformes,Phasianidae,Rollulus
Melanoperdix niger,Black Partridge,blapar2,Galliformes,Phasianidae,Melanoperdix
Arborophila torqueola,Hill Partridge,hilpar1,Galliformes,Phasianidae,Arborophila
Arborophila rufipectus,Sichuan Partridge,sicpar1,Galliformes,Phasianidae,Arborophila
Arborophila mandellii,Chestnut-breasted Partridge,chbpar2,Galliformes,Phasianidae,Arborophila
Arborophila gingica,White-necklaced Partridge,whnpar2,Galliformes,Phasianidae,Arborophila
Arborophila rufogularis,Rufous-throated Partridge,rutpar1,Galliformes,Phasianidae,Arborophila
Arborophila rubrirostris,Red-billed Partridge,rebpar3,Galliformes,Phasianidae,Arborophila
Arborophila cambodiana,Chestnut-headed Partridge,chhpar1,Galliformes,Phasianidae,Arborophila
Arborophila ardens,Hainan Partridge,haipar1,Galliformes,Phasianidae,Arborophila
Arborophila crudigularis,Taiwan Partridge,taipar1,Galliformes,Phasianidae,Arborophila
Arborophila atrogularis,White-cheeked Partridge,whcpar1,Galliformes,Phasianidae,Arborophila
Arborophila brunneopectus,Bar-backed Partridge,babpar1,Galliformes,Phasianidae,Arborophila
Arborophila davidi,Orange-necked Partridge,ornpar1,Galliformes,Phasianidae,Arborophila
Arborophila hyperythra,Red-breasted Partridge,rebpar5,Galliformes,Phasianidae,Arborophila
Arborophila campbelli,Malayan Partridge,gybpar3,Galliformes,Phasianidae,Arborophila
Arborophila rolli,Roll's Partridge,gybpar5,Galliformes,Phasianidae,Arborophila
Arborophila sumatrana,Sumatran Partridge,gybpar6,Galliformes,Phasianidae,Arborophila
Arborophila javanica,Chestnut-bellied Partridge,chbpar1,Galliformes,Phasianidae,Arborophila
Arborophila orientalis,Gray-breasted Partridge,gybpar4,Galliformes,Phasianidae,Arborophila
Lerwa lerwa,Snow Partridge,snopar1,Galliformes,Phasianidae,Lerwa
Ithaginis cruentus,Blood Pheasant,blophe1,Galliformes,Phasianidae,Ithaginis
Tragopan melanocephalus,Western Tragopan,westra1,Galliformes,Phasianidae,Tragopan
Tragopan satyra,Satyr Tragopan,sattra1,Galliformes,Phasianidae,Tragopan
Tragopan blythii,Blyth's Tragopan,blytra1,Galliformes,Phasianidae,Tragopan
Tragopan temminckii,Temminck's Tragopan,temtra1,Galliformes,Phasianidae,Tragopan
Tragopan caboti,Cabot's Tragopan,cabtra1,Galliformes,Phasianidae,Tragopan
Tetraophasis obscurus,Chestnut-throated Monal-Partridge,verpar1,Galliformes,Phasianidae,Tetraophasis
Tetraophasis szechenyii,Buff-throated Monal-Partridge,szepar1,Galliformes,Phasianidae,Tetraophasis
Lophophorus impejanus,Himalayan Monal,himmon1,Galliformes,Phasianidae,Lophophorus
Lophophorus sclateri,Sclater's Monal,sclmon1,Galliformes,Phasianidae,Lophophorus
Lophophorus lhuysii,Chinese Monal,chimon1,Galliformes,Phasianidae,Lophophorus
Pucrasia macrolopha,Koklass Pheasant,kokphe1,Galliformes,Phasianidae,Pucrasia
Meleagris gallopavo,Wild Turkey,wiltur,Galliformes,Phasianidae,Meleagris
Meleagris ocellata,Ocellated Turkey,ocetur1,Galliformes,Phasianidae,Meleagris
Bonasa umbellus,Ruffed Grouse,rufgro,Galliformes,Phasianidae,Bonasa
Tetrastes bonasia,Hazel Grouse,hazgro1,Galliformes,Phasianidae,Tetrastes
Tetrastes sewerzowi,Severtzov's Grouse,sevgro1,Galliformes,Phasianidae,Tetrastes
Centrocercus urophasianus,Greater Sage-Grouse,saggro,Galliformes,Phasianidae,Centrocercus
Centrocercus minimus,Gunnison Sage-Grouse,gusgro,Galliformes,Phasianidae,Centrocercus
Dendragapus obscurus,Dusky Grouse,dusgro,Galliformes,Phasianidae,Dendragapus
Dendragapus fuliginosus,Sooty Grouse,soogro1,Galliformes,Phasianidae,Dendragapus
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,Galliformes,Phasianidae,Tympanuchus
Tympanuchus cupido,Greater Prairie-Chicken,grpchi,Galliformes,Phasianidae,Tympanuchus
Tympanuchus pallidicinctus,Lesser Prairie-Chicken,lepchi,Galliformes,Phasianidae,Tympanuchus
Lagopus leucura,White-tailed Ptarmigan,whtpta1,Galliformes,Phasianidae,Lagopus
Lagopus lagopus,Willow Ptarmigan,wilpta,Galliformes,Phasianidae,Lagopus
Lagopus muta,Rock Ptarmigan,rocpta1,Galliformes,Phasianidae,Lagopus
Falcipennis falcipennis,Siberian Grouse,sibgro2,Galliformes,Phasianidae,Falcipennis
Canachites canadensis,Spruce Grouse,sprgro,Galliformes,Phasianidae,Canachites
Tetrao urogalloides,Black-billed Capercaillie,blbcap1,Galliformes,Phasianidae,Tetrao
Tetrao urogallus,Western Capercaillie,wescap1,Galliformes,Phasianidae,Tetrao
Lyrurus tetrix,Black Grouse,blagro1,Galliformes,Phasianidae,Lyrurus
Lyrurus mlokosiewiczi,Caucasian Grouse,caugro1,Galliformes,Phasianidae,Lyrurus
Rhizothera longirostris,Long-billed Partridge,lobpar3,Galliformes,Phasianidae,Rhizothera
Rhizothera dulitensis,Dulit Partridge,lobpar2,Galliformes,Phasianidae,Rhizothera
Perdix hodgsoniae,Tibetan Partridge,tibpar1,Galliformes,Phasianidae,Perdix
Perdix perdix,Gray Partridge,grypar,Galliformes,Phasianidae,Perdix
Perdix dauurica,Daurian Partridge,daupar1,Galliformes,Phasianidae,Perdix
Syrmaticus soemmerringii,Copper Pheasant,copphe1,Galliformes,Phasianidae,Syrmaticus
Syrmaticus reevesii,Reeves's Pheasant,reephe1,Galliformes,Phasianidae,Syrmaticus
Syrmaticus mikado,Mikado Pheasant,mikphe1,Galliformes,Phasianidae,Syrmaticus
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,Galliformes,Phasianidae,Syrmaticus
Syrmaticus humiae,Mrs. Hume's Pheasant,humphe1,Galliformes,Phasianidae,Syrmaticus
Chrysolophus pictus,Golden Pheasant,golphe,Galliformes,Phasianidae,Chrysolophus
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,Galliformes,Phasianidae,Chrysolophus
Phasianus colchicus,Ring-necked Pheasant,rinphe1,Galliformes,Phasianidae,Phasianus
Phasianus versicolor,Green Pheasant,rinphe2,Galliformes,Phasianidae,Phasianus
Catreus wallichii,Cheer Pheasant,chephe1,Galliformes,Phasianidae,Catreus
Crossoptilon harmani,Tibetan Eared-Pheasant,whieap2,Galliformes,Phasianidae,Crossoptilon
Crossoptilon crossoptilon,White Eared-Pheasant,whieap1,Galliformes,Phasianidae,Crossoptilon
Crossoptilon mantchuricum,Brown Eared-Pheasant,brephe1,Galliformes,Phasianidae,Crossoptilon
Crossoptilon auritum,Blue Eared-Pheasant,blephe1,Galliformes,Phasianidae,Crossoptilon
Lophura edwardsi,Edwards's Pheasant,edwphe1,Galliformes,Phasianidae,Lophura
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,Galliformes,Phasianidae,Lophura
Lophura bulweri,Bulwer's Pheasant,bulphe1,Galliformes,Phasianidae,Lophura
Lophura leucomelanos,Kalij Pheasant,kalphe,Galliformes,Phasianidae,Lophura
Lophura nycthemera,Silver Pheasant,silphe,Galliformes,Phasianidae,Lophura
Lophura erythrophthalma,Malayan Crestless Fireback,crefir5,Galliformes,Phasianidae,Lophura
Lophura pyronota,Bornean Crestless Fireback,crefir6,Galliformes,Phasianidae,Lophura
Lophura diardi,Siamese Fireback,siafir1,Galliformes,Phasianidae,Lophura
Lophura inornata,Salvadori's Pheasant,salphe1,Galliformes,Phasianidae,Lophura
Lophura rufa,Malayan Crested Fireback,crefir3,Galliformes,Phasianidae,Lophura
Lophura ignita,Bornean Crested Fireback,crefir4,Galliformes,Phasianidae,Lophura
Rheinardia ocellata,Vietnamese Crested Argus,crearg1,Galliformes,Phasianidae,Rheinardia
Rheinardia nigrescens,Malayan Crested Argus,crearg3,Galliformes,Phasianidae,Rheinardia
Argusianus argus,Great Argus,grearg1,Galliformes,Phasianidae,Argusianus
Afropavo congensis,Congo Peacock,conpea1,Galliformes,Phasianidae,Afropavo
Pavo cristatus,Indian Peafowl,compea,Galliformes,Phasianidae,Pavo
Pavo muticus,Green Peafowl,grepea1,Galliformes,Phasianidae,Pavo
Tropicoperdix chloropus,Scaly-breasted Partridge,scbpar1,Galliformes,Phasianidae,Tropicoperdix
Tropicoperdix charltonii,Chestnut-necklaced Partridge,chnpar1,Galliformes,Phasianidae,Tropicoperdix
Tropicoperdix graydoni,Sabah Partridge,chnpar3,Galliformes,Phasianidae,Tropicoperdix
Haematortyx sanguiniceps,Crimson-headed Partridge,crhpar1,Galliformes,Phasianidae,Haematortyx
Galloperdix spadicea,Red Spurfowl,redspu1,Galliformes,Phasianidae,Galloperdix
Galloperdix lunulata,Painted Spurfowl,paispu1,Galliformes,Phasianidae,Galloperdix
Galloperdix bicalcarata,Sri Lanka Spurfowl,ceyspu1,Galliformes,Phasianidae,Galloperdix
Polyplectron napoleonis,Palawan Peacock-Pheasant,palpep1,Galliformes,Phasianidae,Polyplectron
Polyplectron schleiermacheri,Bornean Peacock-Pheasant,bopphe1,Galliformes,Phasianidae,Polyplectron
Polyplectron malacense,Malayan Peacock-Pheasant,mapphe1,Galliformes,Phasianidae,Polyplectron
Polyplectron germaini,Germain's Peacock-Pheasant,gepphe1,Galliformes,Phasianidae,Polyplectron
Polyplectron katsumatae,Hainan Peacock-Pheasant,grypep3,Galliformes,Phasianidae,Polyplectron
Polyplectron bicalcaratum,Gray Peacock-Pheasant,grypep2,Galliformes,Phasianidae,Polyplectron
Polyplectron inopinatum,Mountain Peacock-Pheasant,mopphe1,Galliformes,Phasianidae,Polyplectron
Polyplectron chalcurum,Bronze-tailed Peacock-Pheasant,btpphe1,Galliformes,Phasianidae,Polyplectron
Bambusicola fytchii,Mountain Bamboo-Partridge,mobpar1,Galliformes,Phasianidae,Bambusicola
Bambusicola thoracicus,Chinese Bamboo-Partridge,chbpar3,Galliformes,Phasianidae,Bambusicola
Bambusicola sonorivox,Taiwan Bamboo-Partridge,taibap1,Galliformes,Phasianidae,Bambusicola
Gallus varius,Green Junglefowl,grejun1,Galliformes,Phasianidae,Gallus
Gallus gallus,Red Junglefowl,redjun,Galliformes,Phasianidae,Gallus
Gallus sonneratii,Gray Junglefowl,grejun2,Galliformes,Phasianidae,Gallus
Gallus lafayettii,Sri Lanka Junglefowl,ceyjun1,Galliformes,Phasianidae,Gallus
Peliperdix lathami,Latham's Francolin,forfra2,Galliformes,Phasianidae,Peliperdix
Ortygornis sephaena,Crested Francolin,crefra2,Galliformes,Phasianidae,Ortygornis
Ortygornis pondicerianus,Gray Francolin,gryfra,Galliformes,Phasianidae,Ortygornis
Ortygornis gularis,Swamp Francolin,swafra1,Galliformes,Phasianidae,Ortygornis
Francolinus pintadeanus,Chinese Francolin,chifra1,Galliformes,Phasianidae,Francolinus
Francolinus francolinus,Black Francolin,blkfra,Galliformes,Phasianidae,Francolinus
Francolinus pictus,Painted Francolin,paifra1,Galliformes,Phasianidae,Francolinus
Campocolinus coqui,Coqui Francolin,coqfra2,Galliformes,Phasianidae,Campocolinus
Campocolinus albogularis,White-throated Francolin,whtfra2,Galliformes,Phasianidae,Campocolinus
Campocolinus schlegelii,Schlegel's Francolin,schfra2,Galliformes,Phasianidae,Campocolinus
Scleroptila streptophora,Ring-necked Francolin,rinfra2,Galliformes,Phasianidae,Scleroptila
Scleroptila levaillantii,Red-winged Francolin,rewfra2,Galliformes,Phasianidae,Scleroptila
Scleroptila finschi,Finsch's Francolin,finfra2,Galliformes,Phasianidae,Scleroptila
Scleroptila psilolaema,Moorland Francolin,moofra2,Galliformes,Phasianidae,Scleroptila
Scleroptila elgonensis,Elgon Francolin,moofra3,Galliformes,Phasianidae,Scleroptila
Scleroptila afra,Gray-winged Francolin,gywfra1,Galliformes,Phasianidae,Scleroptila
Scleroptila gutturalis,Orange River Francolin,orrfra2,Galliformes,Phasianidae,Scleroptila
Scleroptila shelleyi,Shelley's Francolin,shefra1,Galliformes,Phasianidae,Scleroptila
Scleroptila whytei,Whyte's Francolin,shefra3,Galliformes,Phasianidae,Scleroptila
Tetraogallus tibetanus,Tibetan Snowcock,tibsno1,Galliformes,Phasianidae,Tetraogallus
Tetraogallus altaicus,Altai Snowcock,altsno1,Galliformes,Phasianidae,Tetraogallus
Tetraogallus caucasicus,Caucasian Snowcock,causno1,Galliformes,Phasianidae,Tetraogallus
Tetraogallus caspius,Caspian Snowcock,cassno1,Galliformes,Phasianidae,Tetraogallus
Tetraogallus himalayensis,Himalayan Snowcock,himsno,Galliformes,Phasianidae,Tetraogallus
Ammoperdix griseogularis,See-see Partridge,sespar1,Galliformes,Phasianidae,Ammoperdix
Ammoperdix heyi,Sand Partridge,sanpar1,Galliformes,Phasianidae,Ammoperdix
Synoicus ypsilophorus,Brown Quail,broqua1,Galliformes,Phasianidae,Synoicus
Synoicus monorthonyx,Snow Mountain Quail,snmqua2,Galliformes,Phasianidae,Synoicus
Synoicus chinensis,Blue-breasted Quail,blbqua1,Galliformes,Phasianidae,Synoicus
Synoicus adansonii,Blue Quail,bluqua1,Galliformes,Phasianidae,Synoicus
Margaroperdix madagarensis,Madagascar Partridge,madpar2,Galliformes,Phasianidae,Margaroperdix
Coturnix coturnix,Common Quail,comqua1,Galliformes,Phasianidae,Coturnix
Coturnix japonica,Japanese Quail,japqua,Galliformes,Phasianidae,Coturnix
Coturnix delegorguei,Harlequin Quail,harqua1,Galliformes,Phasianidae,Coturnix
Coturnix coromandelica,Rain Quail,raiqua1,Galliformes,Phasianidae,Coturnix
Coturnix pectoralis,Stubble Quail,stuqua1,Galliformes,Phasianidae,Coturnix
Coturnix novaezelandiae,New Zealand Quail,nezqua1,Galliformes,Phasianidae,Coturnix
Alectoris barbara,Barbary Partridge,barpar2,Galliformes,Phasianidae,Alectoris
Alectoris melanocephala,Arabian Partridge,arapar1,Galliformes,Phasianidae,Alectoris
Alectoris rufa,Red-legged Partridge,relpar1,Galliformes,Phasianidae,Alectoris
Alectoris chukar,Chukar,chukar,Galliformes,Phasianidae,Alectoris
Alectoris graeca,Rock Partridge,rocpar2,Galliformes,Phasianidae,Alectoris
Alectoris philbyi,Philby's Partridge,phipar1,Galliformes,Phasianidae,Alectoris
Alectoris magna,Przevalski's Partridge,przpar1,Galliformes,Phasianidae,Alectoris
Perdicula asiatica,Jungle Bush-Quail,jubqua1,Galliformes,Phasianidae,Perdicula
Perdicula argoondah,Rock Bush-Quail,robqua1,Galliformes,Phasianidae,Perdicula
Perdicula erythrorhyncha,Painted Bush-Quail,pabqua1,Galliformes,Phasianidae,Perdicula
Perdicula manipurensis,Manipur Bush-Quail,mabqua1,Galliformes,Phasianidae,Perdicula
Ophrysia superciliosa,Himalayan Quail,himqua1,Galliformes,Phasianidae,Ophrysia
Pternistis hartlaubi,Hartlaub's Spurfowl,harfra3,Galliformes,Phasianidae,Pternistis
Pternistis camerunensis,Mount Cameroon Spurfowl,camfra2,Galliformes,Phasianidae,Pternistis
Pternistis nobilis,Handsome Spurfowl,hanfra2,Galliformes,Phasianidae,Pternistis
Pternistis castaneicollis,Chestnut-naped Spurfowl,chnfra2,Galliformes,Phasianidae,Pternistis
Pternistis erckelii,Erckel's Spurfowl,ercfra,Galliformes,Phasianidae,Pternistis
Pternistis ochropectus,Djibouti Spurfowl,djifra1,Galliformes,Phasianidae,Pternistis
Pternistis swierstrai,Swierstra's Spurfowl,swifra2,Galliformes,Phasianidae,Pternistis
Pternistis ahantensis,Ahanta Spurfowl,ahafra2,Galliformes,Phasianidae,Pternistis
Pternistis griseostriatus,Gray-striped Spurfowl,gysfra1,Galliformes,Phasianidae,Pternistis
Pternistis jacksoni,Jackson's Spurfowl,jacfra2,Galliformes,Phasianidae,Pternistis
Pternistis adspersus,Red-billed Spurfowl,rebfra1,Galliformes,Phasianidae,Pternistis
Pternistis capensis,Cape Spurfowl,capfra2,Galliformes,Phasianidae,Pternistis
Pternistis natalensis,Natal Spurfowl,natfra2,Galliformes,Phasianidae,Pternistis
Pternistis hildebrandti,Hildebrandt's Spurfowl,hilfra2,Galliformes,Phasianidae,Pternistis
Pternistis bicalcaratus,Double-spurred Spurfowl,dosfra2,Galliformes,Phasianidae,Pternistis
Pternistis squamatus,Scaly Spurfowl,scafra2,Galliformes,Phasianidae,Pternistis
Pternistis icterorhynchus,Heuglin's Spurfowl,heufra1,Galliformes,Phasianidae,Pternistis
Pternistis clappertoni,Clapperton's Spurfowl,clafra1,Galliformes,Phasianidae,Pternistis
Pternistis harwoodi,Harwood's Spurfowl,harfra4,Galliformes,Phasianidae,Pternistis
Pternistis swainsonii,Swainson's Spurfowl,swafra2,Galliformes,Phasianidae,Pternistis
Pternistis leucoscepus,Yellow-necked Spurfowl,yenspu1,Galliformes,Phasianidae,Pternistis
Pternistis rufopictus,Gray-breasted Spurfowl,gybfra1,Galliformes,Phasianidae,Pternistis
Pternistis afer,Red-necked Spurfowl,renfra1,Galliformes,Phasianidae,Pternistis
Phoenicopterus chilensis,Chilean Flamingo,chifla1,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus
Phoenicopterus ruber,American Flamingo,grefla2,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus
Phoenicopterus roseus,Greater Flamingo,grefla3,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus
Phoeniconaias minor,Lesser Flamingo,lesfla1,Phoenicopteriformes,Phoenicopteridae,Phoeniconaias
Phoenicoparrus andinus,Andean Flamingo,andfla2,Phoenicopteriformes,Phoenicopteridae,Phoenicoparrus
Phoenicoparrus jamesi,James's Flamingo,jamfla1,Phoenicopteriformes,Phoenicopteridae,Phoenicoparrus
Rollandia rolland,White-tufted Grebe,whtgre3,Podicipediformes,Podicipedidae,Rollandia
Rollandia microptera,Titicaca Grebe,titgre1,Podicipediformes,Podicipedidae,Rollandia
Tachybaptus rufolavatus,Alaotra Grebe,alagre1,Podicipediformes,Podicipedidae,Tachybaptus
Tachybaptus ruficollis,Little Grebe,litgre1,Podicipediformes,Podicipedidae,Tachybaptus
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,Podicipediformes,Podicipedidae,Tachybaptus
Tachybaptus pelzelnii,Madagascar Grebe,madgre1,Podicipediformes,Podicipedidae,Tachybaptus
Tachybaptus dominicus,Least Grebe,leagre,Podicipediformes,Podicipedidae,Tachybaptus
Podilymbus podiceps,Pied-billed Grebe,pibgre,Podicipediformes,Podicipedidae,Podilymbus
Podilymbus gigas,Atitlan Grebe,atigre1,Podicipediformes,Podicipedidae,Podilymbus
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,Podicipediformes,Podicipedidae,Poliocephalus
Poliocephalus rufopectus,New Zealand Grebe,nezgre1,Podicipediformes,Podicipedidae,Poliocephalus
Podiceps major,Great Grebe,gregre1,Podicipediformes,Podicipedidae,Podiceps
Podiceps auritus,Horned Grebe,horgre,Podicipediformes,Podicipedidae,Podiceps
Podiceps grisegena,Red-necked Grebe,rengre,Podicipediformes,Podicipedidae,Podiceps
Podiceps cristatus,Great Crested Grebe,grcgre1,Podicipediformes,Podicipedidae,Podiceps
Podiceps nigricollis,Eared Grebe,eargre,Podicipediformes,Podicipedidae,Podiceps
Podiceps andinus,Colombian Grebe,colgre1,Podicipediformes,Podicipedidae,Podiceps
Podiceps occipitalis,Silvery Grebe,silgre1,Podicipediformes,Podicipedidae,Podiceps
Podiceps taczanowskii,Junin Grebe,jungre1,Podicipediformes,Podicipedidae,Podiceps
Podiceps gallardoi,Hooded Grebe,hoogre1,Podicipediformes,Podicipedidae,Podiceps
Aechmophorus occidentalis,Western Grebe,wesgre,Podicipediformes,Podicipedidae,Aechmophorus
Aechmophorus clarkii,Clark's Grebe,clagre,Podicipediformes,Podicipedidae,Aechmophorus
Columba livia,Rock Pigeon,rocpig,Columbiformes,Columbidae,Columba
