scientific_name,birdlife_common_name,birdlife_order,birdlife_family,birdlife_iucn_status,genus
Scolopax rosenbergii,New Guinea Woodcock,CHARADRIIFORMES,Scolopacidae,LC,Scolopax
Scolopax bukidnonensis,Bukidnon Woodcock,CHARADRIIFORMES,Scolopacidae,LC,Scolopax
Scolopax celebensis,Sulawesi Woodcock,CHARADRIIFORMES,Scolopacidae,LC,Scolopax
Scolopax rochussenii,Moluccan Woodcock,CHARADRIIFORMES,Scolopacidae,VU,Scolopax
Scolopax minor,American Woodcock,CHARADRIIFORMES,Scolopacidae,LC,Scolopax
Coenocorypha pusilla,Chatham Islands Snipe,CHARADRIIFORMES,Scolopacidae,VU,Coenocorypha
Coenocorypha iredalei,South Island Snipe,CHARADRIIFORMES,Scolopacidae,EX,Coenocorypha
Coenocorypha huegeli,Snares Island Snipe,CHARADRIIFORMES,Scolopacidae,NT,Coenocorypha
Coenocorypha aucklandica,Auckland Snipe,CHARADRIIFORMES,Scolopacidae,NT,Coenocorypha
Coenocorypha barrierensis,North Island Snipe,CHARADRIIFORMES,Scolopacidae,EX,Coenocorypha
Gallinago imperialis,Imperial Snipe,CHARADRIIFORMES,Scolopacidae,NT,Gallinago
Gallinago jamesoni,Andean Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Gallinago stricklandii,Fuegian Snipe,CHARADRIIFORMES,Scolopacidae,NT,Gallinago
Gallinago solitaria,Solitary Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Gallinago hardwickii,Latham's Snipe,CHARADRIIFORMES,Scolopacidae,NT,Gallinago
Gallinago nemoricola,Wood Snipe,CHARADRIIFORMES,Scolopacidae,VU,Gallinago
Gallinago stenura,Pin-tailed Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Gallinago megala,Swinhoe's Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Gallinago nigripennis,African Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Gallinago macrodactyla,Madagascar Snipe,CHARADRIIFORMES,Scolopacidae,VU,Gallinago
Gallinago media,Great Snipe,CHARADRIIFORMES,Scolopacidae,NT,Gallinago
Gallinago gallinago,Common Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Gallinago delicata,Wilson's Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Gallinago paraguaiae,South American Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Gallinago magellanica,Magellanic Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Gallinago andina,Puna Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Gallinago nobilis,Noble Snipe,CHARADRIIFORMES,Scolopacidae,NT,Gallinago
Gallinago undulata,Giant Snipe,CHARADRIIFORMES,Scolopacidae,LC,Gallinago
Lymnocryptes minimus,Jack Snipe,CHARADRIIFORMES,Scolopacidae,LC,Lymnocryptes
Steganopus tricolor,Wilson's Phalarope,CHARADRIIFORMES,Scolopacidae,LC,Steganopus
Phalaropus lobatus,Red-necked Phalarope,CHARADRIIFORMES,Scolopacidae,LC,Phalaropus
Phalaropus fulicarius,Red Phalarope,CHARADRIIFORMES,Scolopacidae,LC,Phalaropus
Xenus cinereus,Terek Sandpiper,CHARADRIIFORMES,Scolopacidae,LC,Xenus
Actitis hypoleucos,Common Sandpiper,CHARADRIIFORMES,Scolopacidae,LC,Actitis
Actitis macularius,Spotted Sandpiper,CHARADRIIFORMES,Scolopacidae,LC,Actitis
Tringa ochropus,Green Sandpiper,CHARADRIIFORMES,Scolopacidae,LC,Tringa
Tringa solitaria,Solitary Sandpiper,CHARADRIIFORMES,Scolopacidae,LC,Tringa
Tringa brevipes,Grey-tailed Tattler,CHARADRIIFORMES,Scolopacidae,LC,Tringa
Tringa incana,Wandering Tattler,CHARADRIIFORMES,Scolopacidae,LC,Tringa
Tringa semipalmata,Willet,CHARADRIIFORMES,Scolopacidae,LC,Tringa
Tringa flavipes,Lesser Yellowlegs,CHARADRIIFORMES,Scolopacidae,VU,Tringa
Tringa erythropus,Spotted Redshank,CHARADRIIFORMES,Scolopacidae,LC,Tringa
Tringa nebularia,Common Greenshank,CHARADRIIFORMES,Scolopacidae,LC,Tringa
Tringa melanoleuca,Greater Yellowlegs,CHARADRIIFORMES,Scolopacidae,NT,Tringa
Tringa totanus,Common Redshank,CHARADRIIFORMES,Scolopacidae,LC,Tringa
Tringa glareola,Wood Sandpiper,CHARADRIIFORMES,Scolopacidae,LC,Tringa
Tringa stagnatilis,Marsh Sandpiper,CHARADRIIFORMES,Scolopacidae,LC,Tringa
Tringa guttifer,Spotted Greenshank,CHARADRIIFORMES,Scolopacidae,EN,Tringa
Turnix sylvaticus,Common Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix maculosus,Red-backed Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix tanki,Yellow-legged Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix nanus,Black-rumped Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix hottentottus,Fynbos Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix ocellatus,Spotted Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix suscitator,Barred Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix nigricollis,Madagascar Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix melanogaster,Black-breasted Buttonquail,CHARADRIIFORMES,Turnicidae,VU,Turnix
Turnix novaecaledoniae,New Caledonian Buttonquail,CHARADRIIFORMES,Turnicidae,CR (PE),Turnix
Turnix varius,Painted Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix olivii,Buff-breasted Buttonquail,CHARADRIIFORMES,Turnicidae,CR,Turnix
Turnix castanotus,Chestnut-backed Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix pyrrhothorax,Red-chested Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix everetti,Sumba Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Turnix worcesteri,Luzon Buttonquail,CHARADRIIFORMES,Turnicidae,DD,Turnix
Turnix velox,Little Buttonquail,CHARADRIIFORMES,Turnicidae,LC,Turnix
Ortyxelos meiffrenii,Quail-plover,CHARADRIIFORMES,Turnicidae,LC,Ortyxelos
Dromas ardeola,Crab-plover,CHARADRIIFORMES,Dromadidae,LC,Dromas
Smutsornis africanus,Double-banded Courser,CHARADRIIFORMES,Glareolidae,LC,Smutsornis
Rhinoptilus cinctus,Three-banded Courser,CHARADRIIFORMES,Glareolidae,LC,Rhinoptilus
Rhinoptilus chalcopterus,Bronze-winged Courser,CHARADRIIFORMES,Glareolidae,LC,Rhinoptilus
Rhinoptilus bitorquatus,Jerdon's Courser,CHARADRIIFORMES,Glareolidae,CR,Rhinoptilus
Cursorius cursor,Cream-coloured Courser,CHARADRIIFORMES,Glareolidae,LC,Cursorius
Cursorius somalensis,Somali Courser,CHARADRIIFORMES,Glareolidae,LC,Cursorius
Cursorius rufus,Burchell's Courser,CHARADRIIFORMES,Glareolidae,LC,Cursorius
Cursorius temminckii,Temminck's Courser,CHARADRIIFORMES,Glareolidae,LC,Cursorius
Cursorius coromandelicus,Indian Courser,CHARADRIIFORMES,Glareolidae,LC,Cursorius
Stiltia isabella,Australian Pratincole,CHARADRIIFORMES,Glareolidae,LC,Stiltia
Glareola pratincola,Collared Pratincole,CHARADRIIFORMES,Glareolidae,LC,Glareola
Glareola maldivarum,Oriental Pratincole,CHARADRIIFORMES,Glareolidae,LC,Glareola
Glareola nordmanni,Black-winged Pratincole,CHARADRIIFORMES,Glareolidae,NT,Glareola
Glareola ocularis,Madagascar Pratincole,CHARADRIIFORMES,Glareolidae,NT,Glareola
Glareola nuchalis,Rock Pratincole,CHARADRIIFORMES,Glareolidae,LC,Glareola
Glareola cinerea,Grey Pratincole,CHARADRIIFORMES,Glareolidae,LC,Glareola
Glareola lactea,Little Pratincole,CHARADRIIFORMES,Glareolidae,LC,Glareola
Anous stolidus,Brown Noddy,CHARADRIIFORMES,Laridae,LC,Anous
Anous tenuirostris,Lesser Noddy,CHARADRIIFORMES,Laridae,LC,Anous
Anous minutus,Black Noddy,CHARADRIIFORMES,Laridae,LC,Anous
Anous ceruleus,Blue Noddy,CHARADRIIFORMES,Laridae,LC,Anous
Anous albivittus,Grey Noddy,CHARADRIIFORMES,Laridae,LC,Anous
Gygis alba,Atlantic White Tern,CHARADRIIFORMES,Laridae,LC,Gygis
Gygis candida,Common White Tern,CHARADRIIFORMES,Laridae,LC,Gygis
Gygis microrhyncha,Little White Tern,CHARADRIIFORMES,Laridae,LC,Gygis
Rynchops niger,Black Skimmer,CHARADRIIFORMES,Laridae,LC,Rynchops
Rynchops flavirostris,African Skimmer,CHARADRIIFORMES,Laridae,LC,Rynchops
Rynchops albicollis,Indian Skimmer,CHARADRIIFORMES,Laridae,EN,Rynchops
Saundersilarus saundersi,Saunders's Gull,CHARADRIIFORMES,Laridae,VU,Saundersilarus
Hydrocoloeus minutus,Little Gull,CHARADRIIFORMES,Laridae,LC,Hydrocoloeus
Rhodostethia rosea,Ross's Gull,CHARADRIIFORMES,Laridae,LC,Rhodostethia
Creagrus furcatus,Swallow-tailed Gull,CHARADRIIFORMES,Laridae,LC,Creagrus
Xema sabini,Sabine's Gull,CHARADRIIFORMES,Laridae,LC,Xema
Pagophila eburnea,Ivory Gull,CHARADRIIFORMES,Laridae,NT,Pagophila
Rissa brevirostris,Red-legged Kittiwake,CHARADRIIFORMES,Laridae,VU,Rissa
Rissa tridactyla,Black-legged Kittiwake,CHARADRIIFORMES,Laridae,VU,Rissa
Larus philadelphia,Bonaparte's Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus genei,Slender-billed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus brunnicephalus,Brown-headed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus ridibundus,Black-headed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus serranus,Andean Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus maculipennis,Brown-hooded Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus hartlaubii,Hartlaub's Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus cirrocephalus,Grey-headed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus novaehollandiae,Silver Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus bulleri,Black-billed Gull,CHARADRIIFORMES,Laridae,NT,Larus
Larus modestus,Grey Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus scoresbii,Dolphin Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus pipixcan,Franklin's Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus atricilla,Laughing Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus fuliginosus,Lava Gull,CHARADRIIFORMES,Laridae,VU,Larus
Larus ichthyaetus,Pallas's Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus relictus,Relict Gull,CHARADRIIFORMES,Laridae,VU,Larus
Larus melanocephalus,Mediterranean Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus hemprichii,Sooty Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus leucophthalmus,White-eyed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus audouinii,Audouin's Gull,CHARADRIIFORMES,Laridae,VU,Larus
Larus heermanni,Heermann's Gull,CHARADRIIFORMES,Laridae,NT,Larus
Larus pacificus,Pacific Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus crassirostris,Black-tailed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus belcheri,Belcher's Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus atlanticus,Olrog's Gull,CHARADRIIFORMES,Laridae,NT,Larus
Larus delawarensis,Ring-billed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus canus,Mew Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus livens,Yellow-footed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus occidentalis,Western Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus californicus,California Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus dominicanus,Kelp Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus fuscus,Lesser Black-backed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus argentatus,European Herring Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus armenicus,Armenian Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus michahellis,Yellow-legged Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus cachinnans,Caspian Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus smithsonianus,Arctic Herring Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus glaucoides,Iceland Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus schistisagus,Slaty-backed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus glaucescens,Glaucous-winged Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus hyperboreus,Glaucous Gull,CHARADRIIFORMES,Laridae,LC,Larus
Larus marinus,Great Black-backed Gull,CHARADRIIFORMES,Laridae,LC,Larus
Onychoprion aleuticus,Aleutian Tern,CHARADRIIFORMES,Laridae,VU,Onychoprion
Onychoprion fuscatus,Sooty Tern,CHARADRIIFORMES,Laridae,LC,Onychoprion
Onychoprion anaethetus,Bridled Tern,CHARADRIIFORMES,Laridae,LC,Onychoprion
Onychoprion lunatus,Grey-backed Tern,CHARADRIIFORMES,Laridae,LC,Onychoprion
Sternula albifrons,Little Tern,CHARADRIIFORMES,Laridae,LC,Sternula
Sternula saundersi,Saunders's Tern,CHARADRIIFORMES,Laridae,LC,Sternula
Sternula antillarum,Least Tern,CHARADRIIFORMES,Laridae,LC,Sternula
Sternula superciliaris,Yellow-billed Tern,CHARADRIIFORMES,Laridae,LC,Sternula
Sternula lorata,Peruvian Tern,CHARADRIIFORMES,Laridae,EN,Sternula
Sternula nereis,Fairy Tern,CHARADRIIFORMES,Laridae,VU,Sternula
Sternula balaenarum,Damara Tern,CHARADRIIFORMES,Laridae,LC,Sternula
Phaetusa simplex,Large-billed Tern,CHARADRIIFORMES,Laridae,LC,Phaetusa
Gelochelidon nilotica,Common Gull-billed Tern,CHARADRIIFORMES,Laridae,LC,Gelochelidon
Gelochelidon macrotarsa,Australian Gull-billed Tern,CHARADRIIFORMES,Laridae,LC,Gelochelidon
Hydroprogne caspia,Caspian Tern,CHARADRIIFORMES,Laridae,LC,Hydroprogne
Larosterna inca,Inca Tern,CHARADRIIFORMES,Laridae,NT,Larosterna
Chlidonias albostriatus,Black-fronted Tern,CHARADRIIFORMES,Laridae,EN,Chlidonias
Chlidonias hybrida,Whiskered Tern,CHARADRIIFORMES,Laridae,LC,Chlidonias
Chlidonias leucopterus,White-winged Tern,CHARADRIIFORMES,Laridae,LC,Chlidonias
Chlidonias niger,Black Tern,CHARADRIIFORMES,Laridae,LC,Chlidonias
Sterna aurantia,River Tern,CHARADRIIFORMES,Laridae,VU,Sterna
Sterna dougallii,Roseate Tern,CHARADRIIFORMES,Laridae,LC,Sterna
Sterna striata,White-fronted Tern,CHARADRIIFORMES,Laridae,NT,Sterna
Sterna sumatrana,Black-naped Tern,CHARADRIIFORMES,Laridae,LC,Sterna
Sterna hirundinacea,South American Tern,CHARADRIIFORMES,Laridae,LC,Sterna
Sterna hirundo,Common Tern,CHARADRIIFORMES,Laridae,LC,Sterna
Sterna repressa,White-cheeked Tern,CHARADRIIFORMES,Laridae,LC,Sterna
Sterna paradisaea,Arctic Tern,CHARADRIIFORMES,Laridae,LC,Sterna
Sterna vittata,Antarctic Tern,CHARADRIIFORMES,Laridae,LC,Sterna
Sterna virgata,Kerguelen Tern,CHARADRIIFORMES,Laridae,NT,Sterna
Sterna forsteri,Forster's Tern,CHARADRIIFORMES,Laridae,LC,Sterna
Sterna trudeaui,Snowy-crowned Tern,CHARADRIIFORMES,Laridae,LC,Sterna
Sterna acuticauda,Black-bellied Tern,CHARADRIIFORMES,Laridae,EN,Sterna
Thalasseus bengalensis,Lesser Crested Tern,CHARADRIIFORMES,Laridae,LC,Thalasseus
Thalasseus bernsteini,Chinese Crested Tern,CHARADRIIFORMES,Laridae,CR,Thalasseus
Thalasseus elegans,Elegant Tern,CHARADRIIFORMES,Laridae,NT,Thalasseus
Thalasseus sandvicensis,Sandwich Tern,CHARADRIIFORMES,Laridae,LC,Thalasseus
Thalasseus maximus,Royal Tern,CHARADRIIFORMES,Laridae,LC,Thalasseus
Thalasseus bergii,Greater Crested Tern,CHARADRIIFORMES,Laridae,LC,Thalasseus
Stercorarius longicaudus,Long-tailed Jaeger,CHARADRIIFORMES,Stercorariidae,LC,Stercorarius
Stercorarius parasiticus,Arctic Jaeger,CHARADRIIFORMES,Stercorariidae,LC,Stercorarius
Stercorarius pomarinus,Pomarine Jaeger,CHARADRIIFORMES,Stercorariidae,LC,Stercorarius
Catharacta skua,Great Skua,CHARADRIIFORMES,Stercorariidae,LC,Catharacta
Catharacta maccormicki,South Polar Skua,CHARADRIIFORMES,Stercorariidae,LC,Catharacta
Catharacta antarctica,Brown Skua,CHARADRIIFORMES,Stercorariidae,LC,Catharacta
Catharacta chilensis,Chilean Skua,CHARADRIIFORMES,Stercorariidae,LC,Catharacta
Cerorhinca monocerata,Rhinoceros Auklet,CHARADRIIFORMES,Alcidae,LC,Cerorhinca
Fratercula cirrhata,Tufted Puffin,CHARADRIIFORMES,Alcidae,LC,Fratercula
Fratercula arctica,Atlantic Puffin,CHARADRIIFORMES,Alcidae,VU,Fratercula
Fratercula corniculata,Horned Puffin,CHARADRIIFORMES,Alcidae,LC,Fratercula
Ptychoramphus aleuticus,Cassin's Auklet,CHARADRIIFORMES,Alcidae,NT,Ptychoramphus
Aethia psittacula,Parakeet Auklet,CHARADRIIFORMES,Alcidae,LC,Aethia
Aethia pusilla,Least Auklet,CHARADRIIFORMES,Alcidae,LC,Aethia
Aethia pygmaea,Whiskered Auklet,CHARADRIIFORMES,Alcidae,LC,Aethia
Aethia cristatella,Crested Auklet,CHARADRIIFORMES,Alcidae,LC,Aethia
Brachyramphus perdix,Long-billed Murrelet,CHARADRIIFORMES,Alcidae,NT,Brachyramphus
Brachyramphus marmoratus,Marbled Murrelet,CHARADRIIFORMES,Alcidae,EN,Brachyramphus
Brachyramphus brevirostris,Kittlitz's Murrelet,CHARADRIIFORMES,Alcidae,NT,Brachyramphus
Cepphus grylle,Black Guillemot,CHARADRIIFORMES,Alcidae,LC,Cepphus
Cepphus columba,Pigeon Guillemot,CHARADRIIFORMES,Alcidae,LC,Cepphus
Cepphus carbo,Spectacled Guillemot,CHARADRIIFORMES,Alcidae,LC,Cepphus
Synthliboramphus antiquus,Ancient Murrelet,CHARADRIIFORMES,Alcidae,LC,Synthliboramphus
Synthliboramphus wumizusume,Japanese Murrelet,CHARADRIIFORMES,Alcidae,VU,Synthliboramphus
Synthliboramphus scrippsi,Scripps's Murrelet,CHARADRIIFORMES,Alcidae,VU,Synthliboramphus
Synthliboramphus hypoleucus,Guadalupe Murrelet,CHARADRIIFORMES,Alcidae,EN,Synthliboramphus
Synthliboramphus craveri,Craveri's Murrelet,CHARADRIIFORMES,Alcidae,VU,Synthliboramphus
Alca torda,Razorbill,CHARADRIIFORMES,Alcidae,LC,Alca
Pinguinus impennis,Great Auk,CHARADRIIFORMES,Alcidae,EX,Pinguinus
Alle alle,Little Auk,CHARADRIIFORMES,Alcidae,LC,Alle
Uria lomvia,Thick-billed Murre,CHARADRIIFORMES,Alcidae,LC,Uria
Uria aalge,Common Murre,CHARADRIIFORMES,Alcidae,LC,Uria
Phodilus badius,Oriental Bay-owl,STRIGIFORMES,Tytonidae,LC,Phodilus
Phodilus assimilis,Sri Lanka Bay-owl,STRIGIFORMES,Tytonidae,LC,Phodilus
Tyto prigoginei,Itombwe Owl,STRIGIFORMES,Tytonidae,EN,Tyto
Tyto capensis,African Grass-owl,STRIGIFORMES,Tytonidae,LC,Tyto
Tyto longimembris,Eastern Grass-owl,STRIGIFORMES,Tytonidae,LC,Tyto
Tyto tenebricosa,Greater Sooty-owl,STRIGIFORMES,Tytonidae,LC,Tyto
Tyto multipunctata,Lesser Sooty-owl,STRIGIFORMES,Tytonidae,LC,Tyto
Tyto novaehollandiae,Australasian Masked-owl,STRIGIFORMES,Tytonidae,LC,Tyto
Tyto aurantia,Golden Masked-owl,STRIGIFORMES,Tytonidae,VU,Tyto
Tyto nigrobrunnea,Taliabu Masked-owl,STRIGIFORMES,Tytonidae,NT,Tyto
Tyto inexspectata,Minahasa Masked-owl,STRIGIFORMES,Tytonidae,LC,Tyto
Tyto rosenbergii,Sulawesi Masked-owl,STRIGIFORMES,Tytonidae,LC,Tyto
Tyto soumagnei,Madagascar Red Owl,STRIGIFORMES,Tytonidae,VU,Tyto
Tyto alba,Common Barn-owl,STRIGIFORMES,Tytonidae,LC,Tyto
Tyto glaucops,Ashy-faced Owl,STRIGIFORMES,Tytonidae,LC,Tyto
Ninox rufa,Rufous Owl,STRIGIFORMES,Strigidae,LC,Ninox
Ninox strenua,Powerful Owl,STRIGIFORMES,Strigidae,LC,Ninox
Ninox connivens,Barking Owl,STRIGIFORMES,Strigidae,LC,Ninox
Ninox rudolfi,Sumba Boobook,STRIGIFORMES,Strigidae,NT,Ninox
Ninox affinis,Andaman Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox boobook,Southern Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox rotiensis,Rote Boobook,STRIGIFORMES,Strigidae,NT,Ninox
Ninox fusca,Timor Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox plesseni,Alor Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox leucopsis,Tasmanian Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox novaeseelandiae,Morepork,STRIGIFORMES,Strigidae,LC,Ninox
Ninox albifacies,Laughing Owl,STRIGIFORMES,Strigidae,EX,Ninox
Ninox sumbaensis,Least Boobook,STRIGIFORMES,Strigidae,EN,Ninox
Ninox scutulata,Brown Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox obscura,Hume's Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox japonica,Northern Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox randi,Chocolate Boobook,STRIGIFORMES,Strigidae,NT,Ninox
Ninox philippensis,Luzon Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox spilocephala,Mindanao Boobook,STRIGIFORMES,Strigidae,NT,Ninox
Ninox mindorensis,Mindoro Boobook,STRIGIFORMES,Strigidae,VU,Ninox
Ninox spilonotus,Romblon Boobook,STRIGIFORMES,Strigidae,EN,Ninox
Ninox rumseyi,Cebu Boobook,STRIGIFORMES,Strigidae,VU,Ninox
Ninox leventisi,Camiguin Boobook,STRIGIFORMES,Strigidae,VU,Ninox
Ninox reyi,Sulu Boobook,STRIGIFORMES,Strigidae,VU,Ninox
Ninox ochracea,Ochre-bellied Boobook,STRIGIFORMES,Strigidae,NT,Ninox
Ninox burhani,Togian Boobook,STRIGIFORMES,Strigidae,NT,Ninox
Ninox ios,Cinnabar Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox hypogramma,Halmahera Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox forbesi,Tanimbar Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox squamipila,Seram Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox hantu,Buru Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox natalis,Christmas Island Boobook,STRIGIFORMES,Strigidae,VU,Ninox
Ninox theomacha,Jungle Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox meeki,Manus Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox punctulata,Speckled Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox variegata,Bismarck Boobook,STRIGIFORMES,Strigidae,LC,Ninox
Ninox odiosa,New Britain Boobook,STRIGIFORMES,Strigidae,VU,Ninox
Uroglaux dimorpha,Papuan Hawk-owl,STRIGIFORMES,Strigidae,LC,Uroglaux
Mascarenotus grucheti,Reunion Owl,STRIGIFORMES,Strigidae,EX,Mascarenotus
Mascarenotus murivorus,Rodrigues Owl,STRIGIFORMES,Strigidae,EX,Mascarenotus
Mascarenotus sauzieri,Mauritius Owl,STRIGIFORMES,Strigidae,EX,Mascarenotus
Athene jacquinoti,West Solomons Owl,STRIGIFORMES,Strigidae,LC,Athene
Athene granti,Guadalcanal Owl,STRIGIFORMES,Strigidae,NT,Athene
Athene malaitae,Malaita Owl,STRIGIFORMES,Strigidae,VU,Athene
Athene roseoaxillaris,Makira Owl,STRIGIFORMES,Strigidae,VU,Athene
Athene cunicularia,Burrowing Owl,STRIGIFORMES,Strigidae,LC,Athene
Athene brama,Spotted Owlet,STRIGIFORMES,Strigidae,LC,Athene
Athene noctua,Little Owl,STRIGIFORMES,Strigidae,LC,Athene
Athene superciliaris,White-browed Owl,STRIGIFORMES,Strigidae,LC,Athene
