scientific_name,ibp_common_name,ibp_alpha_code_4,ibp_alpha_code_6,genus
Philodice mitchellii,Purple-throated Woodstar,PTWO,PHIMIT,Philodice
Doricha enicura,Slender Sheartail,SLSH,DORENI,Doricha
Doricha eliza,Mexican Sheartail,MESH,DORELI,Doricha
Tilmatura dupontii,Sparkling-tailed Hummingbird,SKTH,TILDUP,Tilmatura
Calothorax lucifer,Lucifer Hummingbird,LUHU,CALLUC,Calothorax
Calothorax pulcher,Beautiful Hummingbird,BEAH,CALPUL,Calothorax
Archilochus colubris,Ruby-throated Hummingbird,RTHU,ARCCOL,Archilochus
Archilochus alexandri,Black-chinned Hummingbird,BCHU,ARCALE,Archilochus
Mellisuga minima,Vervain Hummingbird,VEHU,MELMIN,Mellisuga
Mellisuga helenae,Bee Hummingbird,BEEH,MELHEL,Mellisuga
Nesophlox evelynae,Bahama Woodstar,BAWO,NESEVE,Nesophlox
Nesophlox lyrura,Inagua Woodstar,INWO,NESLYR,Nesophlox
Calypte anna,Anna's Hummingbird,ANHU,CALANN,Calypte
Calypte anna x costae,Anna's x Costa's Hummingbird Hybrid,ACHH,CALANC,Calypte
Calypte costae,Costa's Hummingbird,COHU,CALCOS,Calypte
Selasphorus calliope,Calliope Hummingbird,CAHU,SELCAL,Selasphorus
Selasphorus rufus,Rufous Hummingbird,RUHU,SELRUF,Selasphorus
Selasphorus rufus x sasin,Rufous x Allen's Hummingbird Hybrid,RAHH,SELRUS,Selasphorus
Selasphorus sasin,Allen's Hummingbird,ALHU,SELSAS,Selasphorus
Selasphorus platycercus,Broad-tailed Hummingbird,BTHU,SELPLA,Selasphorus
Selasphorus heloisa,Bumblebee Hummingbird,BUHU,SELHEL,Selasphorus
Selasphorus ellioti,Wine-throated Hummingbird,WTHH,SELELL,Selasphorus
Selasphorus flammula,Volcano Hummingbird,VOHU,SELFLA,Selasphorus
Selasphorus scintilla,Scintillant Hummingbird,SCHU,SELSCI,Selasphorus
Selasphorus ardens,Glow-throated Hummingbird,GLTH,SELARD,Selasphorus
Selaphorus (sp),Unidentified Selasphorus Hummingbird,USHU,SELSPS,Selaphorus
Phaeoptila sordida,Dusky Hummingbird,DUHU,PHASOR,Phaeoptila
Riccordia ricordii,Cuban Emerald,CUEM,RICRIC,Riccordia
Riccordia bracei,Brace's Emerald,BREM,RICBRA,Riccordia
Riccordia swainsonii,Hispaniolan Emerald,HIEM,RICSWA,Riccordia
Riccordia maugaeus,Puerto Rican Emerald,PREM,RICMAU,Riccordia
Riccordia bicolor,Blue-headed Hummingbird,BHHU,RICBIC,Riccordia
Cynanthus latirostris,Broad-billed Hummingbird,BBIH,CYNLAT,Cynanthus
Cynanthus lawrencei,Tres Marias Hummingbird,TMHU,CYNLAW,Cynanthus
Cynanthus doubledayi,Turquoise-crowned Hummingbird,TCHU,CYNDOU,Cynanthus
Cynanthus auriceps,Golden-crowned Emerald,GCEM,CYNAUR,Cynanthus
Cynanthus forficatus,Cozumel Emerald,COEM,CYNFOR,Cynanthus
Cynanthus canivetii,Canivet's Emerald,CAEM,CYNCAN,Cynanthus
Chlorostilbon assimilis,Garden Emerald,GAEM,CHLASS,Chlorostilbon
Basilinna leucotis,White-eared Hummingbird,WEHU,BASLEU,Basilinna
Basilinna xantusii,Xantus's Hummingbird,XAHU,BASXAN,Basilinna
Pampa curvipennis,Wedge-tailed Sabrewing,WTSA,PAMCUR,Pampa
Pampa rufa,Rufous Sabrewing,RUSA,PAMRUF,Pampa
Abeillia abeillei,Emerald-chinned Hummingbird,ECHU,ABEABE,Abeillia
Klais guimeti,Violet-headed Hummingbird,VHHU,KLAGUI,Klais
Orthorhyncus cristatus,Antillean Crested Hummingbird,ANCH,ORTCRI,Orthorhyncus
Campylopterus hemileucurus,Violet Sabrewing,VISA,CAMHEM,Campylopterus
Chalybura urochrysia,Bronze-tailed Plumeleteer,BTPL,CHAURO,Chalybura
Chalybura buffonii,White-vented Plumeleteer,WVPL,CHABUF,Chalybura
Thalurania colombica,Crowned Woodnymph,CRWO,THACOL,Thalurania
Microchera albocoronata,Snowcap,SNOC,MICALB,Microchera
Microchera cupreiceps,Coppery-headed Emerald,CHEM,MICCUP,Microchera
Microchera chionura,White-tailed Emerald,WTEM,MICCHI,Microchera
Goldmania violiceps,Violet-capped Hummingbird,VCAH,GOLVIO,Goldmania
Goldmania bella,Pirre Hummingbird,PIHU,GOLBEL,Goldmania
Eupherusa ridgwayi,Mexican Woodnymph,MEWO,EUPRID,Eupherusa
Eupherusa poliocerca,White-tailed Hummingbird,WTAH,EUPPOL,Eupherusa
Eupherusa cyanophrys,Blue-capped Hummingbird,BCAH,EUPCYP,Eupherusa
Eupherusa eximia,Stripe-tailed Hummingbird,STHM,EUPEXI,Eupherusa
Eupherusa nigriventris,Black-bellied Hummingbird,BLBH,EUPNIG,Eupherusa
Phaeochroa cuvierii,Scaly-breasted Hummingbird,SBRH,PHACUV,Phaeochroa
Trochilus polytmus,Red-billed Streamertail,RBST,TROPOL,Trochilus
Trochilus scitulus,Black-billed Streamertail,BBST,TROSCI,Trochilus
Ramosomyia violiceps,Violet-crowned Hummingbird,VCHU,RAMVIO,Ramosomyia
Ramosomyia viridifrons,Green-fronted Hummingbird,GFHU,RAMVIR,Ramosomyia
Saucerottia cyanocephala,Azure-crowned Hummingbird,AZCH,SAUCYC,Saucerottia
Saucerottia hoffmanni,Blue-vented Hummingbird,BVHU,SAUHOF,Saucerottia
Saucerottia beryllina,Berylline Hummingbird,BEHU,SAUBER,Saucerottia
Saucerottia cyanura,Blue-tailed Hummingbird,BTAH,SAUCYR,Saucerottia
Saucerottia edward,Snowy-bellied Hummingbird,SBEH,SAUEDW,Saucerottia
Amazilia rutila,Cinnamon Hummingbird,CIHU,AMARUT,Amazilia
Amazilia yucatanensis,Buff-bellied Hummingbird,BBEH,AMAYUC,Amazilia
Amazilia tzacatl,Rufous-tailed Hummingbird,RTAH,AMATZA,Amazilia
Amazilia luciae,Honduran Emerald,HOEM,AMALUC,Amazilia
Amazilis amazilia,Amazilia Hummingbird,AMHU,AMZAMA,Amazilis
Chrysuronia boucardi,Mangrove Hummingbird,MAHU,CHRBOU,Chrysuronia
Chrysuronia coeruleogularis,Sapphire-throated Hummingbird,SHTH,CHYCOE,Chrysuronia
Chrysuronia humboldtii,Humboldt's Sapphire,HUSA,CHRHUM,Chrysuronia
Polyerata amabilis,Blue-chested Hummingbird,BCHH,POLAMA,Polyerata
Polyerata decora,Charming Hummingbird,CHHU,POLDEC,Polyerata
Chlorestes candida,White-bellied Emerald,WBEM,CHLCAD,Chlorestes
Chlorestes eliciae,Blue-throated Goldentail,BTRG,CHLELI,Chlorestes
Chlorestes julie,Violet-bellied Hummingbird,VBHU,CHLJUL,Chlorestes
Trochilidae hybrid,Hybrid Hummingbird,HYHU,TROHYB,Trochilidae
"Trochilidae (gen, sp)",Unidentified Hummingbird,UNHU,TRCGSP,Trochilidae
Amaurolimnas concolor,Uniform Crake,UNIC,AMLCON,Amaurolimnas
Aramides axillaris,Rufous-necked Wood-Rail,RNWR,ARAAXI,Aramides
Aramides albiventris,Russet-naped Wood-Rail,RSWR,ARAALB,Aramides
Aramides cajaneus,Gray-cowled Wood-Rail,GCWR,ARACAJ,Aramides
Rallus obsoletus,Ridgway's Rail,RIRA,RALOBS,Rallus
Rallus obsoletus obsoletus,California Ridgway's Rail,CRRA,RALOBO,Rallus
Rallus obsoletus levipes,Light-footed Ridgway's Rail,LFRR,RALOBL,Rallus
Rallus obsoletus yumanensis,Yuma Ridgway's Rail,YRRA,RALOBY,Rallus
Rallus tenuirostris,Aztec Rail,AZRA,RALTEN,Rallus
Rallus longirostris,Mangrove Rail,MARA,RALLON,Rallus
Rallus elegans,King Rail,KIRA,RALELE,Rallus
Rallus crepitans,Clapper Rail,CLRA,RALCRE,Rallus
Rallus limicola,Virginia Rail,VIRA,RALLIM,Rallus
Rallus aquaticus,Western Water-Rail,WEWR,RALAQU,Rallus
Crex crex,Corn Crake,CORC,CRECRE,Crex
Porzana carolina,Sora,SORA,PORCAR,Porzana
Porzana porzana,Spotted Crake,SPCR,PORPOZ,Porzana
Gallinula galeata,Common Gallinule,COGA,GALGAT,Gallinula
Gallinula galeata sandvicensis,Hawaiian Gallinule,HAGA,GALGSA,Gallinula
Gallinula chloropus,Common Moorhen,COMO,GALCHL,Gallinula
Fulica atra,Eurasian Coot,EUCO,FULATR,Fulica
Fulica alai,Hawaiian Coot,HACO,FULALA,Fulica
Fulica americana,American Coot,AMCO,FULAME,Fulica
Porphyrio martinicus,Purple Gallinule,PUGA,PORMAR,Porphyrio
Porphyrio flavirostris,Azure Gallinule,AZGA,PORFLA,Porphyrio
Porphyrio porphyrio,Purple Swamphen,PUSW,PORPOP,Porphyrio
Rufirallus schomburgkii,Ocellated Crake,OCCR,RUFSCH,Rufirallus
Coturnicops noveboracensis,Yellow Rail,YERA,COTNOV,Coturnicops
Hapalocrex flaviventer,Yellow-breasted Crake,YBCR,HAPFLA,Hapalocrex
Laterallus ruber,Ruddy Crake,RUCR,LATRUB,Laterallus
Laterallus albigularis,White-throated Crake,WTCR,LATALB,Laterallus
Laterallus exilis,Gray-breasted Crake,GBCR,LATEXI,Laterallus
Laterallus jamaicensis,Black Rail,BLRA,LATJAM,Laterallus
Laterallus jamaicensis jamaicensis,Eastern Black Rail,EBRA,LATJAJ,Laterallus
Laterallus jamaicensis coturniculus,California Black Rail,CBRA,LATJAC,Laterallus
Zapornia palmeri,Laysan Rail,LARA,ZAPPAL,Zapornia
Zapornia sandwichensis,Hawaiian Rail,HARA,ZAPSAN,Zapornia
Heliornis fulica,Sungrebe,SUNG,HELFUL,Heliornis
Aramus guarauna,Limpkin,LIMP,ARAGUA,Aramus
Antigone canadensis,Sandhill Crane,SACR,ANTCAN,Antigone
Antigone canadensis pulla,Mississippi Sandhill Crane,MSCR,ANTCAP,Antigone
Grus grus,Common Crane,CCRA,GRUGRU,Grus
Grus monacha,Hooded Crane,HOCR,GRUMON,Grus
Grus americana,Whooping Crane,WHCR,GRUAME,Grus
Hesperoburhinus bistriatus,Double-striped Thick-knee,DSTK,HESBIS,Hesperoburhinus
Himantopus himantopus,Black-winged Stilt,BWST,HIMHIM,Himantopus
Himantopus mexicanus,Black-necked Stilt,BNST,HIMMEX,Himantopus
Himantopus mexicanus knudseni,Hawaiian Stilt,HAST,HIMMKN,Himantopus
Recurvirostra americana,American Avocet,AMAV,RECAME,Recurvirostra
Haematopus ostralegus,Eurasian Oystercatcher,EUOY,HAEOST,Haematopus
Haematopus palliatus,American Oystercatcher,AMOY,HAEPAL,Haematopus
Haematopus bachmani,Black Oystercatcher,BLOY,HAEBAC,Haematopus
Pluvialis squatarola,Black-bellied Plover,BBPL,PLUSQU,Pluvialis
Pluvialis apricaria,European Golden-Plover,EUGP,PLUAPR,Pluvialis
Pluvialis dominica,American Golden-Plover,AMGP,PLUDOM,Pluvialis
Pluvialis dominica/fulva,Lesser Golden-Plover,LEGP,PLUDOF,Pluvialis
Pluvialis fulva,Pacific Golden-Plover,PAGP,PLUFUL,Pluvialis
Eudromias morinellus,Eurasian Dotterel,EUDO,EUDMOR,Eudromias
Charadrius vociferus,Killdeer,KILL,CHAVOC,Charadrius
Charadrius hiaticula,Common Ringed Plover,CRPL,CHAHIA,Charadrius
Charadrius semipalmatus,Semipalmated Plover,SEPL,CHASEM,Charadrius
Charadrius melodus,Piping Plover,PIPL,CHAMEL,Charadrius
Charadrius dubius,Little Ringed Plover,LRPL,CHADUB,Charadrius
Vanellus vanellus,Northern Lapwing,NOLA,VANVAN,Vanellus
Vanellus chilensis,Southern Lapwing,SOLA,VANCHI,Vanellus
Anarhynchus mongolus,Siberian Sand-Plover,SISP,ANAMOG,Anarhynchus
Anarhynchus leschenaultii,Greater Sand-Plover,GSAP,ANALES,Anarhynchus
Anarhynchus veredus,Oriental Plover,ORPL,ANAVER,Anarhynchus
Anarhynchus wilsonia,Wilson's Plover,WIPL,ANAWIL,Anarhynchus
Anarhynchus collaris,Collared Plover,COPL,ANACOL,Anarhynchus
Anarhynchus montanus,Mountain Plover,MOPL,ANAMON,Anarhynchus
Anarhynchus nivosus,Snowy Plover,SNPL,ANANIV,Anarhynchus
Anarhynchus nivosus nivosus,Western Snowy Plover,WSPL,ANANIN,Anarhynchus
Jacana spinosa,Northern Jacana,NOJA,JACSPI,Jacana
Jacana jacana,Wattled Jacana,WAJA,JACJAC,Jacana
Bartramia longicauda,Upland Sandpiper,UPSA,BARLON,Bartramia
Numenius tahitiensis,Bristle-thighed Curlew,BTCU,NUMTAH,Numenius
Numenius phaeopus,Whimbrel,WHIM,NUMPHA,Numenius
Numenius minutus,Little Curlew,LICU,NUMMIN,Numenius
Numenius borealis,Eskimo Curlew,ESCU,NUMBOR,Numenius
Numenius americanus,Long-billed Curlew,LBCU,NUMAME,Numenius
Numenius madagascariensis,Far Eastern Curlew,FECU,NUMMAD,Numenius
Numenius tenuirostris,Slender-billed Curlew,SBCU,NUMTEN,Numenius
Numenius arquata,Eurasian Curlew,EUCU,NUMARQ,Numenius
Limosa lapponica,Bar-tailed Godwit,BTGO,LIMLAP,Limosa
Limosa limosa,Black-tailed Godwit,BLTG,LIMLIM,Limosa
Limosa haemastica,Hudsonian Godwit,HUGO,LIMHAE,Limosa
Limosa fedoa,Marbled Godwit,MAGO,LIMFED,Limosa
Arenaria interpres,Ruddy Turnstone,RUTU,AREINT,Arenaria
Arenaria melanocephala,Black Turnstone,BLTU,AREMEL,Arenaria
Calidris tenuirostris,Great Knot,GRKN,CALTEN,Calidris
Calidris canutus,Red Knot,REKN,CALCAN,Calidris
Calidris canutus rufa,Rufa Red Knot,RRKN,CALCAR,Calidris
Calidris virgata,Surfbird,SURF,CALVIR,Calidris
Calidris pugnax,Ruff,RUFF,CALPUG,Calidris
Calidris falcinellus,Broad-billed Sandpiper,BBIS,CALFAL,Calidris
Calidris acuminata,Sharp-tailed Sandpiper,SPTS,CALACU,Calidris
Calidris himantopus,Stilt Sandpiper,STSA,CALHIM,Calidris
Calidris ferruginea,Curlew Sandpiper,CUSA,CALFER,Calidris
Calidris temminckii,Temminck's Stint,TEST,CALTEM,Calidris
Calidris subminuta,Long-toed Stint,LTST,CALSUM,Calidris
Calidris pygmea,Spoon-billed Sandpiper,SBSA,CALPYG,Calidris
Calidris ruficollis,Red-necked Stint,RNST,CALRUF,Calidris
Calidris alba,Sanderling,SAND,CALALB,Calidris
Calidris alpina,Dunlin,DUNL,CALALP,Calidris
Calidris ptilocnemis,Rock Sandpiper,ROSA,CALPTI,Calidris
Calidris maritima,Purple Sandpiper,PUSA,CALMAR,Calidris
Calidris bairdii,Baird's Sandpiper,BASA,CALBAI,Calidris
Calidris minuta,Little Stint,LIST,CALMIA,Calidris
Calidris minutilla,Least Sandpiper,LESA,CALMIL,Calidris
Calidris fuscicollis,White-rumped Sandpiper,WRSA,CALFUS,Calidris
Calidris subruficollis,Buff-breasted Sandpiper,BBSA,CALSUR,Calidris
Calidris melanotos,Pectoral Sandpiper,PESA,CALMET,Calidris
Calidris pusilla,Semipalmated Sandpiper,SESA,CALPUS,Calidris
Calidris mauri,Western Sandpiper,WESA,CALMAU,Calidris
Limnodromus griseus,Short-billed Dowitcher,SBDO,LIMGRI,Limnodromus
Limnodromus scolopaceus,Long-billed Dowitcher,LBDO,LIMSCO,Limnodromus
Limnodromus sp.,Unidentified Dowitcher,UNDO,LIMSPE,Limnodromus
Lymnocryptes minimus,Jack Snipe,JASN,LYMMIN,Lymnocryptes
Scolopax rusticola,Eurasian Woodcock,EUWO,SCORUS,Scolopax
Scolopax minor,American Woodcock,AMWO,SCOMIN,Scolopax
Gallinago solitaria,Solitary Snipe,SOSN,GALSOL,Gallinago
Gallinago stenura,Pin-tailed Snipe,PTSN,GALSTE,Gallinago
Gallinago gallinago,Common Snipe,COSN,GALGAN,Gallinago
Gallinago delicata,Wilson's Snipe,WISN,GALDEL,Gallinago
Xenus cinereus,Terek Sandpiper,TESA,XENCIN,Xenus
Actitis hypoleucos,Common Sandpiper,COSA,ACTHYP,Actitis
Actitis macularius,Spotted Sandpiper,SPSA,ACTMAC,Actitis
Tringa ochropus,Green Sandpiper,GRSA,TRIOCH,Tringa
Tringa solitaria,Solitary Sandpiper,SOSA,TRISOL,Tringa
Tringa brevipes,Gray-tailed Tattler,GTTA,TRIBRE,Tringa
Tringa incana,Wandering Tattler,WATA,TRIINC,Tringa
Tringa flavipes,Lesser Yellowlegs,LEYE,TRIFLA,Tringa
Tringa semipalmata,Willet,WILL,TRISEM,Tringa
Tringa erythropus,Spotted Redshank,SPRE,TRIERY,Tringa
Tringa nebularia,Common Greenshank,COMG,TRINEB,Tringa
Tringa melanoleuca,Greater Yellowlegs,GRYE,TRIMEL,Tringa
Tringa totanus,Common Redshank,CREH,TRITOT,Tringa
Tringa glareola,Wood Sandpiper,WOSA,TRIGLA,Tringa
Tringa stagnatilis,Marsh Sandpiper,MASA,TRISTA,Tringa
Phalaropus tricolor,Wilson's Phalarope,WIPH,PHATRI,Phalaropus
Phalaropus lobatus,Red-necked Phalarope,RNPH,PHALOB,Phalaropus
Phalaropus fulicarius,Red Phalarope,REPH,PHAFUL,Phalaropus
Glareola pratincola,Collared Pratincole,COPR,GLAPRA,Glareola
Glareola maldivarum,Oriental Pratincole,ORPR,GLAMAL,Glareola
Stercorarius skua,Great Skua,GRSK,STESKU,Stercorarius
Stercorarius maccormicki,South Polar Skua,SPSK,STEMAC,Stercorarius
Stercorarius pomarinus,Pomarine Jaeger,POJA,STEPOM,Stercorarius
Stercorarius parasiticus,Parasitic Jaeger,PAJA,STEPAS,Stercorarius
Stercorarius longicaudus,Long-tailed Jaeger,LTJA,STELON,Stercorarius
Alle alle,Dovekie,DOVE,ALLALL,Alle
Uria aalge,Common Murre,COMU,URIAAL,Uria
Uria lomvia,Thick-billed Murre,TBMU,URILOM,Uria
Alca torda,Razorbill,RAZO,ALCTOR,Alca
Pinguinus impennis,Great Auk,GRAU,PINIMP,Pinguinus
Cepphus grylle,Black Guillemot,BLGU,CEPGRY,Cepphus
Cepphus columba,Pigeon Guillemot,PIGU,CEPCOL,Cepphus
Brachyramphus perdix,Long-billed Murrelet,LBMU,BRAPER,Brachyramphus
Brachyramphus marmoratus,Marbled Murrelet,MAMU,BRAMAR,Brachyramphus
Brachyramphus marmoratus,Alaska Marbled Murrelet,AMMU,BRAMAA,Brachyramphus
Brachyramphus brevirostris,Kittlitz's Murrelet,KIMU,BRABRE,Brachyramphus
Synthliboramphus scrippsi,Scripps's Murrelet,SCMU,SYNSCR,Synthliboramphus
Synthliboramphus hypoleucus,Guadalupe Murrelet,GUMU,SYNHYP,Synthliboramphus
Synthliboramphus craveri,Craveri's Murrelet,CRMU,SYNCRA,Synthliboramphus
Synthliboramphus antiquus,Ancient Murrelet,ANMU,SYNANT,Synthliboramphus
Ptychoramphus aleuticus,Cassin's Auklet,CAAU,PTYALE,Ptychoramphus
Aethia psittacula,Parakeet Auklet,PAAU,AETPSI,Aethia
Aethia pusilla,Least Auklet,LEAU,AETPUS,Aethia
Aethia pygmaea,Whiskered Auklet,WHAU,AETPYG,Aethia
Aethia cristatella,Crested Auklet,CRAU,AETCRI,Aethia
Cerorhinca monocerata,Rhinoceros Auklet,RHAU,CERMON,Cerorhinca
Fratercula arctica,Atlantic Puffin,ATPU,FRAARC,Fratercula
Fratercula corniculata,Horned Puffin,HOPU,FRACOR,Fratercula
Fratercula cirrhata,Tufted Puffin,TUPU,FRACIR,Fratercula
Creagrus furcatus,Swallow-tailed Gull,STGU,CREFUR,Creagrus
Rissa tridactyla,Black-legged Kittiwake,BLKI,RISTRI,Rissa
Rissa brevirostris,Red-legged Kittiwake,RLKI,RISBRE,Rissa
Pagophila eburnea,Ivory Gull,IVGU,PAGEBU,Pagophila
Xema sabini,Sabine's Gull,SAGU,XEMSAB,Xema
Chroicocephalus philadelphia,Bonaparte's Gull,BOGU,CHRPHI,Chroicocephalus
Chroicocephalus cirrocephalus,Gray-hooded Gull,GHGU,CHRCIR,Chroicocephalus
Chroicocephalus ridibundus,Black-headed Gull,BHGU,CHRRID,Chroicocephalus
Hydrocoloeus minutus,Little Gull,LIGU,HYDMIN,Hydrocoloeus
Rhodostethia rosea,Ross's Gull,ROGU,RHSROS,Rhodostethia
Leucophaeus modestus,Gray Gull,GRGU,LEUMOD,Leucophaeus
Leucophaeus atricilla,Laughing Gull,LAGU,LEUATC,Leucophaeus
Leucophaeus pipixcan,Franklin's Gull,FRGU,LEUPIP,Leucophaeus
Ichthyaetus ichthyaetus,Pallas's Gull,PAGU,ICHICH,Ichthyaetus
Larus belcheri,Belcher's Gull,BEGU,LARBEL,Larus
Larus crassirostris,Black-tailed Gull,BTGU,LARCRA,Larus
Larus heermanni,Heermann's Gull,HEEG,LARHEE,Larus
Larus canus,Common Gull,COGU,LARCAN,Larus
Larus brachyrhynchus,Short-billed Gull,SBIG,LARBRA,Larus
Larus delawarensis,Ring-billed Gull,RBGU,LARDEL,Larus
Larus occidentalis,Western Gull,WEGU,LAROCC,Larus
Larus occidentalis x glaucescens,Western X Glaucous-winged Gull Hybrid,WGWH,LAROCG,Larus
Larus livens,Yellow-footed Gull,YFGU,LARLIV,Larus
Larus californicus,California Gull,CAGU,LARCAL,Larus
Larus argentatus,Herring Gull,HERG,LARARG,Larus
Larus michahellis,Yellow-legged Gull,YLGU,LARMIC,Larus
Larus glaucoides,Iceland Gull,ICGU,LARGLD,Larus
Larus glaucoides thayeri,Thayer's Gull,THGU,LARGTH,Larus
Larus glaucoides thayeri/kumlieni,Thayer's/Kumlien's Gull,TKGU,LARGTK,Larus
Larus glaucoides kumlieni,Kumlien's Gull,KUGU,LARGKU,Larus
Larus fuscus,Lesser Black-backed Gull,LBBG,LARFUS,Larus
Larus schistisagus,Slaty-backed Gull,SBAG,LARSCH,Larus
Larus glaucescens,Glaucous-winged Gull,GWGU,LARGLS,Larus
Larus hyperboreus,Glaucous Gull,GLGU,LARHYP,Larus
Larus marinus,Great Black-backed Gull,GBBG,LARMAR,Larus
Larus dominicanus,Kelp Gull,KEGU,LARDOM,Larus
Larus (sp),Unidentified Larus Gull,UNLG,LARSPE,Larus
Anous stolidus,Brown Noddy,BRNO,ANOSTO,Anous
Anous minutus,Black Noddy,BLNO,ANOMIN,Anous
Anous ceruleus,Blue-gray Noddy,BGNO,ANOCER,Anous
Gygis alba,White Tern,WHTT,GYGALB,Gygis
Onychoprion fuscatus,Sooty Tern,SOTE,ONYFUS,Onychoprion
Onychoprion lunatus,Gray-backed Tern,GBAT,ONYLUN,Onychoprion
Onychoprion anaethetus,Bridled Tern,BRTE,ONYANA,Onychoprion
Onychoprion aleuticus,Aleutian Tern,ALTE,ONYALE,Onychoprion
Sternula albifrons,Little Tern,LITE,STEALB,Sternula
Sternula antillarum,Least Tern,LETE,STEANT,Sternula
Sternula antillarum athalassos,Interior Least Tern,ILTE,STEANA,Sternula
Sternula antillarum browni,California Least Tern,CLTE,STEANB,Sternula
Sternula superciliaris,Yellow-billed Tern,YBTE,STESUP,Sternula
Phaetusa simplex,Large-billed Tern,LBTE,PHASIM,Phaetusa
Gelochelidon nilotica,Gull-billed Tern,GBTE,GELNIL,Gelochelidon
Hydroprogne caspia,Caspian Tern,CATE,HYDCAP,Hydroprogne
Larosterna inca,Inca Tern,INTE,LARINC,Larosterna
Chlidonias niger,Black Tern,BLTE,CHLNIG,Chlidonias
Chlidonias leucopterus,White-winged Tern,WWTE,CHLLEU,Chlidonias
Chlidonias hybrida,Whiskered Tern,WHST,CHLHYB,Chlidonias
Sterna dougallii,Roseate Tern,ROST,STEDOU,Sterna
Sterna hirundo,Common Tern,COTE,STEHIR,Sterna
Sterna paradisaea,Arctic Tern,ARTE,STEPAD,Sterna
Sterna forsteri,Forster's Tern,FOTE,STEFOR,Sterna
Thalasseus maximus,Royal Tern,ROYT,THAMAX,Thalasseus
Thalasseus bergii,Great Crested Tern,GCTE,THABER,Thalasseus
Thalasseus sandvicensis,Sandwich Tern,SATE,THASAN,Thalasseus
Thalasseus sandvicensis eurygnathus,Cayenne Tern,CAYT,THASAE,Thalasseus
Thalasseus elegans,Elegant Tern,ELTE,THAELE,Thalasseus
Rynchops niger,Black Skimmer,BLSK,RYNNIG,Rynchops
Eurypyga helias,Sunbittern,SUNB,EURHEL,Eurypyga
Phaethon lepturus,White-tailed Tropicbird,WTTR,PHALEP,Phaethon
Phaethon aethereus,Red-billed Tropicbird,RBTR,PHAAET,Phaethon
Phaethon rubricauda,Red-tailed Tropicbird,RTTR,PHARUB,Phaethon
Gavia stellata,Red-throated Loon,RTLO,GAVSTE,Gavia
Gavia arctica,Arctic Loon,ARLO,GAVARC,Gavia
Gavia pacifica,Pacific Loon,PALO,GAVPAC,Gavia
Gavia immer,Common Loon,COLO,GAVIMM,Gavia
Gavia adamsii,Yellow-billed Loon,YBLO,GAVADA,Gavia
Thalassarche chlororhynchos,Yellow-nosed Albatross,YNAL,THACHL,Thalassarche
Thalassarche cauta,White-capped Albatross,WCAL,THACAU,Thalassarche
Thalassarche eremita,Chatham Albatross,CHAL,THAERE,Thalassarche
Thalassarche salvini,Salvin's Albatross,SAAL,THASAL,Thalassarche
Thalassarche melanophris,Black-browed Albatross,BBAL,THAMEL,Thalassarche
Phoebetria palpebrata,Light-mantled Albatross,LMAL,PHOPAL,Phoebetria
Diomedea exulans,Wandering Albatross,WAAL,DIOEXU,Diomedea
Phoebastria immutabilis,Laysan Albatross,LAAL,PHOIMM,Phoebastria
Phoebastria immutabilis x nigripes,Laysan X Black-foot. Albatross Hybrid,LBFH,PHOIMN,Phoebastria
Phoebastria nigripes,Black-footed Albatross,BFAL,PHONIG,Phoebastria
Phoebastria irrorata,Waved Albatross,WAVA,PHOIRR,Phoebastria
Phoebastria albatrus,Short-tailed Albatross,STAL,PHOALB,Phoebastria
Oceanites oceanicus,Wilson's Storm-Petrel,WISP,OCEOCE,Oceanites
Pelagodroma marina,White-faced Storm-Petrel,WFSP,PELMAR,Pelagodroma
Fregetta tropica,Black-bellied Storm-Petrel,BBSP,FRETRO,Fregetta
Hydrobates pelagicus,European Storm-Petrel,EUSP,HYDPEL,Hydrobates
Hydrobates furcatus,Fork-tailed Storm-Petrel,FTSP,HYDFUR,Hydrobates
Hydrobates hornbyi,Ringed Storm-Petrel,RISP,HYDHOR,Hydrobates
Hydrobates monorhis,Swinhoe's Storm-Petrel,SSTP,HYDMON,Hydrobates
Hydrobates leucorhous,Leach's Storm-Petrel,LESP,HYDLEU,Hydrobates
Hydrobates socorroensis,Townsend's Storm-Petrel,TOSP,HYDSOC,Hydrobates
Hydrobates cheimomnestes,Ainley's Storm-Petrel,AISP,HYDCHE,Hydrobates
Hydrobates homochroa,Ashy Storm-Petrel,ASSP,HYDHOM,Hydrobates
Hydrobates castro,Band-rumped Storm-Petrel,BSTP,HYDCAT,Hydrobates
Hydrobates tethys,Wedge-rumped Storm-Petrel,WRSP,HYDTET,Hydrobates
Hydrobates melania,Black Storm-Petrel,BLSP,HYDMEL,Hydrobates
Hydrobates macrodactylus,Guadalupe Storm-Petrel,GUSP,HYDMAD,Hydrobates
Hydrobates markhami,Markham's Storm-Petrel,MASP,HYDMAR,Hydrobates
Hydrobates tristrami,Tristram's Storm-Petrel,TRSP,HYDTRI,Hydrobates
Hydrobates microsoma,Least Storm-Petrel,LSTP,HYDMIC,Hydrobates
Macronectes halli,Northern Giant-Petrel,NOGP,MACHAL,Macronectes
Fulmarus glacialis,Northern Fulmar,NOFU,FULGLA,Fulmarus
Pterodroma gouldi,Gray-faced Petrel,GFPE,PTEGOU,Pterodroma
Pterodroma solandri,Providence Petrel,PRPE,PTESOL,Pterodroma
